sent	tag	tag_uni	label	cue	scope	tags_idx	tags_uni_idx	cues_idx	scopes_idx	labels_idx
"['`', 'If', 'not', ',', 'I', ""'ll"", 'have', 'no', 'more', 'to', 'do', 'with', 'you', '.', ""'""]"	"['``', 'IN', 'RB', ',', 'PRP', 'MD', 'VB', 'RB', 'JJR', 'TO', 'VB', 'IN', 'PRP', '.', ""''""]"	['.', 'ADP', 'ADV', '.', 'PRON', 'VERB', 'VERB', 'ADV', 'ADJ', 'PRT', 'VERB', 'ADP', 'PRON', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS']	[0, 7, 1, 2, 4, 5, 6, 1, 26, 23, 6, 7, 4, 17, 25]	[0, 5, 1, 0, 3, 4, 4, 1, 7, 10, 4, 5, 3, 0, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
"['`', 'If', 'not', ',', 'I', ""'ll"", 'have', 'no', 'more', 'to', 'do', 'with', 'you', '.', ""'""]"	"['``', 'IN', 'RB', ',', 'PRP', 'MD', 'VB', 'RB', 'JJR', 'TO', 'VB', 'IN', 'PRP', '.', ""''""]"	['.', 'ADP', 'ADV', '.', 'PRON', 'VERB', 'VERB', 'ADV', 'ADJ', 'PRT', 'VERB', 'ADP', 'PRON', '.', '.']	['I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 7, 1, 2, 4, 5, 6, 1, 26, 23, 6, 7, 4, 17, 25]	[0, 5, 1, 0, 3, 4, 4, 1, 7, 10, 4, 5, 3, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]
"['Also', ',', 'that', 'he', 'was', 'to', 'be', 'left', 'entirely', 'to', 'himself', 'and', 'never', ',', 'upon', 'any', 'excuse', ',', 'to', 'be', 'dis-', 'turbed', '.', ""''""]"	"['RB', ',', 'IN', 'PRP', 'VBD', 'TO', 'VB', 'VBN', 'RB', 'TO', 'PRP', 'CC', 'RB', ',', 'IN', 'DT', 'NN', ',', 'TO', 'VB', 'AFF', 'JJ', '.', ""''""]"	['ADV', '.', 'ADP', 'PRON', 'VERB', 'PRT', 'VERB', 'VERB', 'ADV', 'PRT', 'PRON', 'CONJ', 'ADV', '.', 'ADP', 'DET', 'NOUN', '.', 'PRT', 'VERB', 'AFF', 'ADJ', '.', '.']	['O', 'O', 'O', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'S', 'S', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS']	[1, 2, 7, 4, 22, 23, 6, 28, 1, 23, 4, 13, 1, 2, 7, 9, 11, 2, 23, 6, 12, 10, 17, 25]	[1, 0, 5, 3, 4, 10, 4, 4, 1, 10, 3, 9, 1, 0, 5, 6, 2, 0, 10, 4, 8, 7, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]	[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
"['``', 'Nothing', 'wonderful', 'in', 'that', ',', 'surely', '?', ""''""]"	"['``', 'NN', 'JJ', 'IN', 'DT', ',', 'RB', '.', ""''""]"	['.', 'NOUN', 'ADJ', 'ADP', 'DET', '.', 'ADV', '.', '.']	['O', 'O', 'I', 'I', 'I', 'O', 'O', 'O', 'O']	['NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'S', 'S', 'S', 'NS', 'NS', 'NS', 'NS']	[0, 11, 10, 7, 9, 2, 1, 17, 25]	[0, 2, 7, 5, 6, 0, 1, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 1, 1, 1, 0, 0, 0, 0]	[1, 1, 0, 0, 0, 1, 1, 1, 1]
['``', 'Not', 'in', 'reason', ',', 'sir', '.']	['``', 'RB', 'IN', 'NN', ',', 'NNP', '.']	['.', 'ADV', 'ADP', 'NOUN', '.', 'NOUN', '.']	['O', 'O', 'I', 'I', 'O', 'O', 'O']	['NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'S', 'S', 'NS', 'NS', 'NS']	[0, 1, 7, 11, 2, 3, 17]	[0, 1, 5, 2, 0, 2, 0]	[0, 1, 0, 0, 0, 0, 0]	[0, 0, 1, 1, 0, 0, 0]	[1, 1, 0, 0, 1, 1, 1]
['He', 'has', 'been', 'there', 'for', 'ten', 'days', ',', 'and', 'neither', 'Mr.', 'Warren', ',', 'nor', 'I', ',', 'nor', 'the', 'girl', 'has', 'once', 'set', 'eyes', 'upon', 'him', '.']	['PRP', 'VBZ', 'VBN', 'RB', 'IN', 'CD', 'NNS', ',', 'CC', 'DT', 'NNP', 'NNP', ',', 'CC', 'PRP', ',', 'CC', 'DT', 'NN', 'VBZ', 'RB', 'VBN', 'NNS', 'IN', 'PRP', '.']	['PRON', 'VERB', 'VERB', 'ADV', 'ADP', 'X', 'NOUN', '.', 'CONJ', 'DET', 'NOUN', 'NOUN', '.', 'CONJ', 'PRON', '.', 'CONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'PRON', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'O', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'NS', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[4, 16, 28, 1, 7, 29, 24, 2, 13, 9, 3, 3, 2, 13, 4, 2, 13, 9, 11, 16, 1, 28, 24, 7, 4, 17]	[3, 4, 4, 1, 5, 11, 2, 0, 9, 6, 2, 2, 0, 9, 3, 0, 9, 6, 2, 4, 1, 4, 2, 5, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]
"['We', 'can', 'hear', 'that', 'quick', 'step', 'of', 'his', 'pacing', 'up', 'and', 'down', ',', 'up', 'and', 'down', ',', 'night', ',', 'morning', ',', 'and', 'noon', ';', 'but', 'except', 'on', 'that', 'first', 'night', 'he', 'had', 'never', 'once', 'gone', 'out', 'of', 'the', 'house', '.', ""''""]"	"['PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NN', 'RB', 'CC', 'RB', ',', 'RB', 'CC', 'RB', ',', 'NN', ',', 'NN', ',', 'CC', 'NN', ':', 'CC', 'IN', 'IN', 'DT', 'JJ', 'NN', 'PRP', 'VBD', 'RB', 'RB', 'VBN', 'IN', 'IN', 'DT', 'NN', '.', ""''""]"	['PRON', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'NOUN', 'ADV', 'CONJ', 'ADV', '.', 'ADV', 'CONJ', 'ADV', '.', 'NOUN', '.', 'NOUN', '.', 'CONJ', 'NOUN', '.', 'CONJ', 'ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'NS', 'NS']	[4, 5, 6, 9, 10, 11, 7, 20, 11, 1, 13, 1, 2, 1, 13, 1, 2, 11, 2, 11, 2, 13, 11, 19, 13, 7, 7, 9, 10, 11, 4, 22, 1, 1, 28, 7, 7, 9, 11, 17, 25]	[3, 4, 4, 6, 7, 2, 5, 3, 2, 1, 9, 1, 0, 1, 9, 1, 0, 2, 0, 2, 0, 9, 2, 0, 9, 5, 5, 6, 7, 2, 3, 4, 1, 1, 4, 5, 5, 6, 2, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]
['He', 'told', 'me', 'a-', 'fter', 'he', 'had', 'taken', 'the', 'rooms', 'that', 'he', 'would', 'do', 'so', 'and', 'a-', 'sked', 'me', 'not', 'to', 'bar', 'the', 'door', '.']	['PRP', 'VBD', 'PRP', 'AFF', 'IN', 'PRP', 'VBD', 'VBN', 'DT', 'NNS', 'IN', 'PRP', 'MD', 'VB', 'RB', 'CC', 'AFF', 'VBD', 'PRP', 'RB', 'TO', 'NN', 'DT', 'NN', '.']	['PRON', 'VERB', 'PRON', 'AFF', 'ADP', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'VERB', 'ADV', 'CONJ', 'AFF', 'VERB', 'PRON', 'ADV', 'PRT', 'NOUN', 'DET', 'NOUN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'S', 'NS']	[4, 22, 4, 12, 7, 4, 22, 28, 9, 24, 7, 4, 5, 6, 1, 13, 12, 22, 4, 1, 23, 11, 9, 11, 17]	[3, 4, 3, 8, 5, 3, 4, 4, 6, 2, 5, 3, 4, 4, 1, 9, 8, 4, 3, 1, 10, 2, 6, 2, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]
['Just', 'the', 'word', ',', 'nothing', 'more', '.']	['RB', 'DT', 'NN', ',', 'NN', 'JJR', '.']	['ADV', 'DET', 'NOUN', '.', 'NOUN', 'ADJ', '.']	['O', 'O', 'O', 'O', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'S', 'NS']	[1, 9, 11, 2, 11, 26, 17]	[1, 6, 2, 0, 2, 7, 0]	[0, 0, 0, 0, 1, 0, 0]	[0, 0, 0, 0, 0, 1, 0]	[1, 1, 1, 1, 1, 0, 1]
"['``', 'Dear', 'me', ',', 'Watson', ',', ""''"", 'said', 'Homes', ',', 'staring', 'with', 'great', 'curiosity', 'at', 'the', 'slips', 'of', 'foolscap', 'which', 'the', 'landlady', 'had', 'handed', 'to', 'him', ',', '``', 'this', 'is', 'certainly', 'a', 'little', 'un-', 'usual', '.']"	"['``', 'RB', 'PRP', ',', 'NNP', ',', ""''"", 'VBD', 'NNP', ',', 'VBG', 'IN', 'JJ', 'NN', 'IN', 'DT', 'VBZ', 'IN', 'NN', 'WDT', 'DT', 'NN', 'VBD', 'VBN', 'TO', 'PRP', ',', '``', 'DT', 'VBZ', 'RB', 'DT', 'JJ', 'AFF', 'JJ', '.']"	['.', 'ADV', 'PRON', '.', 'NOUN', '.', '.', 'VERB', 'NOUN', '.', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'VERB', 'ADP', 'NOUN', 'DET', 'DET', 'NOUN', 'VERB', 'VERB', 'PRT', 'PRON', '.', '.', 'DET', 'VERB', 'ADV', 'DET', 'ADJ', 'AFF', 'ADJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'O', 'I', 'I', 'O', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'NS', 'S', 'S', 'NS', 'S', 'NS']	[0, 1, 4, 2, 3, 2, 25, 22, 3, 2, 18, 7, 10, 11, 7, 9, 16, 7, 11, 21, 9, 11, 22, 28, 23, 4, 2, 0, 9, 16, 1, 9, 10, 12, 10, 17]	[0, 1, 3, 0, 2, 0, 0, 4, 2, 0, 4, 5, 7, 2, 5, 6, 4, 5, 2, 6, 6, 2, 4, 4, 10, 3, 0, 0, 6, 4, 1, 6, 7, 8, 7, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1]
"['``', 'I', 'can', 'not', 'im-', 'agine', '.', ""''""]"	"['``', 'PRP', 'MD', 'RB', 'AFF', 'VB', '.', ""''""]"	['.', 'PRON', 'VERB', 'ADV', 'AFF', 'VERB', '.', '.']	['O', 'I', 'I', 'O', 'I', 'I', 'O', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'S', 'S', 'NS', 'S', 'S', 'NS', 'NS']	[0, 4, 5, 1, 12, 6, 17, 25]	[0, 3, 4, 1, 8, 4, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0]	[0, 1, 1, 0, 1, 1, 0, 0]	[1, 0, 0, 1, 0, 0, 1, 1]
['The', 'words', 'are', 'written', 'with', 'a', 'broad-pointed', ',', 'violet-tinted', 'pencil', 'of', 'a', 'not', 'un-', 'usual', 'pattern', '.']	['DT', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'JJ', ',', 'JJ', 'NN', 'IN', 'DT', 'RB', 'AFF', 'JJ', 'NN', '.']	['DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', '.', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADV', 'AFF', 'ADJ', 'NOUN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'NS', 'S', 'S', 'S', 'NS']	[9, 24, 8, 28, 7, 9, 10, 2, 10, 11, 7, 9, 1, 12, 10, 11, 17]	[6, 2, 4, 4, 5, 6, 7, 0, 7, 2, 5, 6, 1, 8, 7, 2, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]
['The', 'words', 'are', 'written', 'with', 'a', 'broad-pointed', ',', 'violet-tinted', 'pencil', 'of', 'a', 'not', 'un-', 'usual', 'pattern', '.']	['DT', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'JJ', ',', 'JJ', 'NN', 'IN', 'DT', 'RB', 'AFF', 'JJ', 'NN', '.']	['DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', '.', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADV', 'AFF', 'ADJ', 'NOUN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I', 'O', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'NS', 'NS', 'S', 'S', 'NS']	[9, 24, 8, 28, 7, 9, 10, 2, 10, 11, 7, 9, 1, 12, 10, 11, 17]	[6, 2, 4, 4, 5, 6, 7, 0, 7, 2, 5, 6, 1, 8, 7, 2, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1]
"['``', 'Youngish', ',', 'sir', '--', 'not', 'over', 'thirty', '.', ""''""]"	"['``', 'JJ', ',', 'NNP', ':', 'RB', 'IN', 'CD', '.', ""''""]"	['.', 'ADJ', '.', 'NOUN', '.', 'ADV', 'ADP', 'X', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'I', 'I', 'O', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS', 'S', 'S', 'NS', 'NS']	[0, 10, 2, 3, 19, 1, 7, 29, 17, 25]	[0, 7, 0, 2, 0, 1, 5, 11, 0, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]
"['``', 'Well', ',', 'can', 'you', 'give', 'me', 'no', 'further', 'in-', 'dications', '?', ""''""]"	"['``', 'RB', ',', 'MD', 'PRP', 'VB', 'PRP', 'DT', 'JJ', 'AFF', 'NNS', '.', ""''""]"	['.', 'ADV', '.', 'VERB', 'PRON', 'VERB', 'PRON', 'DET', 'ADJ', 'AFF', 'NOUN', '.', '.']	['O', 'O', 'O', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS', 'NS']	[0, 1, 2, 5, 4, 6, 4, 9, 10, 12, 24, 17, 25]	[0, 1, 0, 4, 3, 4, 3, 6, 7, 8, 2, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0]	[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]
"['Dark', 'clothes', '--', 'nothing', 'you', 'would', 'note', '.', ""''""]"	"['JJ', 'NNS', ':', 'NN', 'PRP', 'MD', 'VB', '.', ""''""]"	['ADJ', 'NOUN', '.', 'NOUN', 'PRON', 'VERB', 'VERB', '.', '.']	['O', 'O', 'O', 'O', 'I', 'I', 'I', 'O', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'S', 'S', 'S', 'NS', 'NS']	[10, 24, 19, 11, 4, 5, 6, 17, 25]	[7, 2, 0, 2, 3, 4, 4, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 1, 1, 1, 0, 0]	[1, 1, 1, 1, 0, 0, 0, 1, 1]
"['``', 'He', 'gave', 'no', 'name', '?', ""''""]"	"['``', 'PRP', 'VBD', 'DT', 'NN', '.', ""''""]"	['.', 'PRON', 'VERB', 'DET', 'NOUN', '.', '.']	['O', 'I', 'I', 'O', 'I', 'O', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'S', 'S', 'NS', 'S', 'NS', 'NS']	[0, 4, 22, 9, 11, 17, 25]	[0, 3, 4, 6, 2, 0, 0]	[0, 0, 0, 1, 0, 0, 0]	[0, 1, 1, 0, 1, 0, 0]	[1, 0, 0, 1, 0, 1, 1]
"['``', 'No', ',', 'sir', '.', ""''""]"	"['``', 'UH', ',', 'NNP', '.', ""''""]"	['.', 'X', '.', 'NOUN', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O']	['NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['NS', 'NS', 'NS', 'NS', 'NS', 'NS']	[0, 30, 2, 3, 17, 25]	[0, 11, 0, 2, 0, 0]	[0, 1, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1]
