sent	tag	tag_uni	label	cue	scope	tags_idx	tags_uni_idx	cues_idx	scopes_idx	labels_idx
['They', 'are', 'not', 'on', 'both', 'sides', '.']	['PRP', 'VBP', 'RB', 'IN', 'DT', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[13, 8, 4, 2, 0, 10, 6]	[9, 3, 4, 2, 0, 1, 6]	[0, 0, 1, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 1]
"['They', 'are', ""n't"", 'on', 'both', 'sides', '.']"	['PRP', 'VBP', 'RB', 'IN', 'DT', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[13, 8, 4, 2, 0, 10, 6]	[9, 3, 4, 2, 0, 1, 6]	[0, 0, 1, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 1]
['They', 'are', 'never', 'on', 'both', 'sides', '.']	['PRP', 'VBP', 'RB', 'IN', 'DT', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[13, 8, 4, 2, 0, 10, 6]	[9, 3, 4, 2, 0, 1, 6]	[0, 0, 1, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 1]
['There', 'are', 'not', 'various', 'levels', 'of', 'crimes', '.']	['EX', 'VBP', 'RB', 'JJ', 'NNS', 'IN', 'NNS', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[7, 8, 4, 9, 10, 2, 10, 6]	[0, 3, 4, 7, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
"['There', 'are', ""n't"", 'various', 'levels', 'of', 'crimes', '.']"	['EX', 'VBP', 'RB', 'JJ', 'NNS', 'IN', 'NNS', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[7, 8, 4, 9, 10, 2, 10, 6]	[0, 3, 4, 7, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['There', 'are', 'not', 'other', 'terms', 'for', 'death', '.']	['EX', 'VBP', 'RB', 'JJ', 'NNS', 'IN', 'NN', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[7, 8, 4, 9, 10, 2, 1, 6]	[0, 3, 4, 7, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
"['There', 'are', ""n't"", 'other', 'terms', 'for', 'death', '.']"	['EX', 'VBP', 'RB', 'JJ', 'NNS', 'IN', 'NN', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[7, 8, 4, 9, 10, 2, 1, 6]	[0, 3, 4, 7, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['There', 'are', 'no', 'other', 'terms', 'for', 'death', '.']	['EX', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NN', '.']	['DET', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[7, 8, 0, 9, 10, 2, 1, 6]	[0, 3, 0, 7, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['There', 'are', 'not', 'different', 'types', 'of', 'books', '.']	['EX', 'VBP', 'RB', 'JJ', 'NNS', 'IN', 'NNS', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[7, 8, 4, 9, 10, 2, 10, 6]	[0, 3, 4, 7, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
"['There', 'are', ""n't"", 'different', 'types', 'of', 'books', '.']"	['EX', 'VBP', 'RB', 'JJ', 'NNS', 'IN', 'NNS', '.']	['DET', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[7, 8, 4, 9, 10, 2, 10, 6]	[0, 3, 4, 7, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['Rain', 'and', 'storms', 'are', 'not', 'both', 'in', 'this', 'level', '.']	['NN', 'CC', 'NNS', 'VBP', 'RB', 'DT', 'IN', 'DT', 'NN', '.']	['NOUN', 'CONJ', 'NOUN', 'VERB', 'ADV', 'DET', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[1, 12, 10, 8, 4, 0, 2, 0, 1, 6]	[1, 8, 1, 3, 4, 0, 2, 0, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
"['Rain', 'and', 'storms', 'are', ""n't"", 'both', 'in', 'this', 'level', '.']"	['NN', 'CC', 'NNS', 'VBP', 'RB', 'DT', 'IN', 'DT', 'NN', '.']	['NOUN', 'CONJ', 'NOUN', 'VERB', 'ADV', 'DET', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[1, 12, 10, 8, 4, 0, 2, 0, 1, 6]	[1, 8, 1, 3, 4, 0, 2, 0, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
['Rain', 'and', 'storms', 'are', 'both', 'not', 'in', 'this', 'level', '.']	['NN', 'CC', 'NNS', 'VBP', 'DT', 'RB', 'IN', 'DT', 'NN', '.']	['NOUN', 'CONJ', 'NOUN', 'VERB', 'DET', 'ADV', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[1, 12, 10, 8, 0, 4, 2, 0, 1, 6]	[1, 8, 1, 3, 0, 4, 2, 0, 1, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
"['Rain', 'and', 'storms', 'are', 'both', ""n't"", 'in', 'this', 'level', '.']"	['NN', 'CC', 'NNS', 'VBP', 'DT', 'RB', 'IN', 'DT', 'NN', '.']	['NOUN', 'CONJ', 'NOUN', 'VERB', 'DET', 'ADV', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[1, 12, 10, 8, 0, 4, 2, 0, 1, 6]	[1, 8, 1, 3, 0, 4, 2, 0, 1, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
['Rain', 'and', 'storms', 'are', 'never', 'both', 'in', 'this', 'level', '.']	['NN', 'CC', 'NNS', 'VBP', 'RB', 'DT', 'IN', 'DT', 'NN', '.']	['NOUN', 'CONJ', 'NOUN', 'VERB', 'ADV', 'DET', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[1, 12, 10, 8, 4, 0, 2, 0, 1, 6]	[1, 8, 1, 3, 4, 0, 2, 0, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
['Rain', 'and', 'storms', 'are', 'both', 'never', 'in', 'this', 'level', '.']	['NN', 'CC', 'NNS', 'VBP', 'DT', 'RB', 'IN', 'DT', 'NN', '.']	['NOUN', 'CONJ', 'NOUN', 'VERB', 'DET', 'ADV', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[1, 12, 10, 8, 0, 4, 2, 0, 1, 6]	[1, 8, 1, 3, 0, 4, 2, 0, 1, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
['Quite', 'a', 'few', 'festivals', 'are', 'not', 'held', 'in', 'this', 'month', '.']	['RB', 'DT', 'JJ', 'NNS', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'NN', '.']	['ADV', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[4, 0, 9, 10, 8, 4, 15, 2, 0, 1, 6]	[4, 0, 7, 1, 3, 4, 3, 2, 0, 1, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
"['Quite', 'a', 'few', 'festivals', 'are', ""n't"", 'held', 'in', 'this', 'month', '.']"	['RB', 'DT', 'JJ', 'NNS', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'NN', '.']	['ADV', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[4, 0, 9, 10, 8, 4, 15, 2, 0, 1, 6]	[4, 0, 7, 1, 3, 4, 3, 2, 0, 1, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
['Quite', 'a', 'few', 'festivals', 'are', 'never', 'held', 'in', 'this', 'month', '.']	['RB', 'DT', 'JJ', 'NNS', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'NN', '.']	['ADV', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[4, 0, 9, 10, 8, 4, 15, 2, 0, 1, 6]	[4, 0, 7, 1, 3, 4, 3, 2, 0, 1, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
['Many', 'people', 'do', 'not', 'dis-', 'agree', 'on', 'the', 'topic', '.']	['JJ', 'NNS', 'VBP', 'RB', 'AFF', 'VB', 'IN', 'DT', 'NN', '.']	['ADJ', 'NOUN', 'VERB', 'ADV', 'AFF', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[9, 10, 8, 4, 5, 16, 2, 0, 1, 6]	[7, 1, 3, 4, 5, 3, 2, 0, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
"['Many', 'people', 'do', ""n't"", 'dis-', 'agree', 'on', 'the', 'topic', '.']"	['JJ', 'NNS', 'VBP', 'RB', 'AFF', 'VB', 'IN', 'DT', 'NN', '.']	['ADJ', 'NOUN', 'VERB', 'ADV', 'AFF', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[9, 10, 8, 4, 5, 16, 2, 0, 1, 6]	[7, 1, 3, 4, 5, 3, 2, 0, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
['Many', 'people', 'never', 'dis-', 'agree', 'on', 'the', 'topic', '.']	['JJ', 'NNS', 'RB', 'AFF', 'VBP', 'IN', 'DT', 'NN', '.']	['ADJ', 'NOUN', 'ADV', 'AFF', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[9, 10, 4, 5, 8, 2, 0, 1, 6]	[7, 1, 4, 5, 3, 2, 0, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
['He', 'did', 'not', 'take', 'hormones', '.']	['PRP', 'VBD', 'RB', 'VB', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'NS']	[13, 14, 4, 16, 10, 6]	[9, 3, 4, 3, 1, 6]	[0, 0, 1, 0, 0, 0]	[1, 1, 0, 1, 1, 0]	[0, 0, 1, 0, 0, 1]
