sent_1	positive_1	subsequence_1	sent_2	positive_2	subsequence_2	label
it should be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way	True	True	I was suddenly aware that I was the only witness of their interview	True	True	neutral
it convenient to return before evening	True	True	` ` We dare take the chance of his being overtaken before he can reach us .	True	True	neutral
I have heard him laugh often	True	True	I had supplied	True	True	neutral
it does bring him down	True	True	"` ` I do t say w that he is t a crazy man , "" said Sir Henry ; ` ` I can t forget the look in his eyes when he ran at me this morning , but I must allow that man could make a more handsome apology than he has done . """	True	True	neutral
I should miss the chance which fortune had thrown in my way	True	True	The fact is longer a secret	True	True	neutral
"` ` Why , yes , "" said he , ` ` and the strange thing is , Mr. Sherlock Holmes , that if my friend here had proposed coming round to you this morning I should have come on my own account ."	True	True	"I do know that Watson and I are much the wiser since we came down . """	True	True	neutral
I do profess to understand it yet	True	True	he had trusted himself upon foot	True	True	neutral
he could have followed us	True	True	"` ` But we had trouble of some kind . """	True	True	neutral
"But now you have been kind to us , and I feel as if it would be treating you unfairly to tell you all that I know about the matter . """	True	True	his strange presence and his commanding attitude had given to me	True	True	neutral
Watson and I are much the wiser since we came down	True	True	He had followed me himself , but he had set an agentthe boy , perhapsupon my track , and this was his report .	True	True	neutral
my friend more completely taken aback than by the cabman 's reply	True	True	I am antiquarian	True	True	neutral
Mr. Sherlock Holmes , who was usually very late in the mornings , save upon those infrequent occasions when he was up all night , was seated at the breakfast table .	True	True	the sound could have come from her	True	True	neutral
one may sink and with guide to point the track	True	True	` ` Our case is complete .	True	True	neutral
we could desert him	True	True	She was glad to meet me , but when she did it was love that she would talk about , and she would have let me talk about it either if she could have stopped it .	True	True	neutral
` ` Well , I do profess to understand it yet .	True	True	some grave and deep reason lay behind it	True	True	neutral
it is all empty superstition	True	True	It was a pure bloodhound and it was a pure mastiff	True	True	neutral
Only a few weeks ago she was cleaning out Sir Charles 's studyit had been touched since his death-	True	True	I speak now as a medical man	True	True	neutral
my uncle felt as if trouble were coming on him in such a place as this	True	True	Holmes looked eagerly round for ather , but empty one was in sight .	True	True	neutral
he struggled through the fog upon that last night	True	True	I have already given my reasons for wishing to do so	True	True	neutral
he does wish their intimacy to ripen into love	True	True	there are few people living within driving distance of this whom you do know	True	True	neutral
I am much mistaken if the feeling was mutual	True	True	"` ` Why , there 's good my telling you things , for you seem to kw as much as I do already , "" said he ."	True	True	neutral
He had followed me himself , but he had set an agentthe boy , perhapsupon my track	True	True	"He is a married man . """	True	True	neutral
"` ` I confess that I share Dr. Mortimer 's belief that it will be long before the missing boot is found . """	True	True	I had left it	True	True	neutral
"` ` But we had trouble of some kind . """	True	True	I do suppose you will forget your first visit	True	True	neutral
it can be denied that the prosperity of the whole poor , bleak countryside depends upon his presence	True	True	you do mean to say	True	True	neutral
that chap can find my missing boot	True	True	Sir Henry has superstitious fears in the matter	True	True	neutral
I have had them on	True	True	"` ` Halloa , Beryl ! "" said he , and it seemed to me that the tone of his greeting was altogether a cordial one ."	True	True	neutral
he was in the mood for fresh adventures	True	True	"There was mark on some of them , as far as I kw . """	True	True	neutral
the feeling was mutual	True	True	he was able to give of his ancestors	True	True	neutral
there was more of it	True	True	I do like it	True	True	neutral
he was upon the moor	True	True	I had left it	True	True	neutral
There was chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them	True	True	there were other footsteps save those of Barrymore on the soft gravel	True	True	neutral
you have idea who L. L. is	True	True	this persecution does arise from him	True	True	neutral
man could make a more handsome apology than he has done	True	True	When taken in conjunction with your uncle 's death I am sure that of all the five hundred cases of capital importance which I have handled there is one which cuts so deep .	True	True	neutral
you would have had a more lively evening	True	True	Stapleton would hear of it	True	True	neutral
I have seen a place to compare with it	True	True	There is alternative	True	True	neutral
` ` The records of your detective have reached us here , and you could celebrate him without being known yourself .	True	True	I do know that	True	True	neutral
There is alternative	True	True	I did mean my husband	True	True	neutral
And yet it can be denied that the prosperity of the whole poor , bleak countryside depends upon his presence .	True	True	I can answer for it that the sound could have come from her	True	True	neutral
my clear duty was for an instant to let him out of my sight	True	True	I desired you to do it	True	True	neutral
But I can forget them , Miss Stapleton	True	True	I have doubt that you would have had a more lively evening	True	True	neutral
his friends are mine	True	True	He did pause , however , but bounded onward .	True	True	neutral
he is not a crazy man	True	True	the police know that he is still on the moor	True	True	neutral
"` ` As to the latter part , I have means of checking you , "" said I , ` ` but at least it is t difficult to find out a few particulars about the man 's age and professional career . """	True	True	the way to catch that man was to find out where he got his food and so trace it to him	True	True	neutral
It was a pure bloodhound and it was a pure mastiff ; but it appeared to be a combination of the twogaunt , savage , and as large as a small lioness .	True	True	there came other sound save the chiming clock and the rustle of the ivy on the wall	True	True	neutral
there are rights of property	True	True	he was up all night	True	True	neutral
I can claim her acquaintance	True	True	It is my intention to be fulsome	True	True	neutral
us get together	True	True	the Barrymores had taken us into their confidence	True	True	neutral
` ` I said that it was my secret and that I could tell it to you .	True	True	man could make a more handsome apology than he has done	True	True	neutral
` ` I have doubt , sir , that we shall succeed in establishing ourselves in some business .	True	True	I do like it	True	True	neutral
he offered me two guineas if I would do exactly what he wanted all day and ask questions	True	True	Poor Mortimer will see his pet again	True	True	neutral
I give you my word , sir , that it is my secret , and that I can tell it .	True	True	you do know	True	True	neutral
I have inadvertently	True	True	Our friend , Sir Henry , and the lady had halted on the path and were standing deeply absorbed in their conversation , when I was suddenly aware that I was the only witness of their interview .	True	True	neutral
we intended to go to this hotel	True	True	it had been touched since his death	True	True	neutral
This , in truth , his neighbours might have pardoned , seeing that saints have flourished in those parts	True	True	we have been mourning over you as having broken your neck	True	True	neutral
He fights for the mere pleasure of fighting and is equally ready to take up either side of a question , so that it is wonder that he has found it a costly amusement .	True	True	I did know who you were	True	True	neutral
"` ` No , sir ; I have made inquiry all over the hotel , but I can hear word of it . """	True	True	I can always give reasons for what I say or do	True	True	neutral
"Please forget the words I said , which have application whatever to you . """	True	True	We dare take the chance of his being overtaken before he can reach us	True	True	neutral
I say or do	True	True	I could make it out when first I saw the light flashing upon the lens	True	True	neutral
You do believe such nonsense as that	True	True	you came after me in spite of all	True	True	neutral
He had followed me himself , but he had set an agentthe boy , perhapsupon my track , and this was his report .	True	True	Even w we have clear case against this very wily man .	True	True	neutral
We can carry him all the way to the Hall	True	True	A clever man upon so delicate an errand has use for a beard save to conceal his features	True	True	neutral
I shrank back into the darkest corner and cocked the pistol in my pocket , determined to discover myself until I had an opportunity of seeing something of the stranger .	True	True	Learn then from this story to fear the fruits of the past , but rather to be circumspect in the future , that those foul passions whereby our family has suffered so grievously may again be loosed to our undoing .	True	True	neutral
` He may find his way in , but out	True	True	you had gone today	True	True	neutral
I did know who you were	True	True	the lady is his wife and his sister	True	True	neutral
The dog 's jaw is broad enough for a mastiff	True	True	I have reason to be ashamed of it .	True	True	neutral
there would be the least chance of your coming back alive	True	True	I have doubt that you and I could carry it so far	True	True	neutral
you were inside it	True	True	I have had them on	True	True	neutral
He can object to my worldly position	True	True	he has found it a costly amusement	True	True	neutral
you were	True	True	I have doubt that we shall succeed in establishing ourselves in some business	True	True	neutral
we have had a foeman more worthy of our steel	True	True	they are watched	True	True	neutral
I thought more of the matter	True	True	"The farmers about here do like it , sir , and that 's a fact . """	True	True	neutral
he had trusted himself upon foot	True	True	we have proof one way or the other	True	True	neutral
For God 's sake , sir , I beg of you to let the police know that he is still on the moor .	True	True	I do know anything definite	True	True	neutral
he could find it in print	True	True	"` ` There is object in our following them , """	True	True	neutral
I have doubt that my friend 's explanation will cover the facts .	True	True	the police know that he is still on the moor	True	True	neutral
I wrote the letter	True	True	one would under the circumstances expect	True	True	neutral
I speak now as a medical man	True	True	me talk about it	True	True	neutral
"I told you in London , Watson , and I tell you now again , that we have had a foeman more worthy of our steel . """	True	True	you meant more than this when you first spoke to me	True	True	neutral
you did see him	True	True	I could get there earlier	True	True	neutral
I need help of some kind	True	True	Again and again I cross questioned her , but I could get past that point .	True	True	neutral
I should not be perfectly frank	True	True	slightest sign of them met our eyes	True	True	neutral
you are in a tight place	True	True	we could desert him	True	True	neutral
the words are gummed on in an accurate line	True	True	For both these reasons I thought that I was justified in telling rather less than I knew , since no practical good could result from it , but with you there is no reason why I should be perfectly frank .	True	True	neutral
` ` Surely there is need of secrecy between you and me .	True	True	we have been shadowed during the last two days	True	True	neutral
She had a proud , finely cut face , so regular that it might have seemed impassive were it for the sensitive mouth and the beautiful dark , eager eyes .	True	True	We have gone out without keeping a sharp watch	True	True	neutral
he was doing	True	True	it should be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way	True	True	neutral
I have finally made up my mind whether it is a benevolent or a malevolent agency which is in touch with us	True	True	he did	True	True	neutral
him perish at our very gates	True	True	we came down	True	True	neutral
` ` I was sure whether I had left it here or in the Shipping Office .	True	True	he will trouble anyone in this country again	True	True	neutral
"I said it in London , Watson , and I say it again now , that yet have we helped to hunt down a more dangerous man than he who is lying yonder ""he swept his long arm towards the huge mottled expanse of green splotched bog which stretched away until it merged into the russet slopes of the moor ."	True	True	the feeling was mutual	True	True	neutral
we are so far wrong	True	True	"There is devil in hell , Mr. Holmes , and there is man upon earth who can prevent me from going to the home of my own people , and you may take that to be my final answer . """	True	True	neutral
I did say that I had read all the letter	True	True	a man run as Holmes ran that night	True	True	neutral
I would try to keep it from you	True	True	you do trust me	True	True	neutral
"` ` I did positively say so . """	True	True	we go to bed this night	True	True	neutral
there was more of it	True	True	There is devil in hell	True	True	neutral
I should miss the chance which fortune had thrown in my way	True	True	she could have stopped it	True	True	neutral
it contains	True	True	it is a benevolent or a malevolent agency which is in touch with us	True	True	neutral
I waited quite a time , but there was more of it	True	True	"` ` And you have idea who L. L. is ? """	True	True	neutral
you are in a tight place	True	True	He returned	True	True	neutral
He can be very long , now	True	True	I had idea that so gigantic a sum was involved	True	True	neutral
The shadow will return	True	True	good could come of it	True	True	neutral
He had understood , he said , that I was becoming attached to her	True	True	By the way , your instructions to me to allow Sir Henry to go out alone will become very much more onerous if a love affair were to be added to our other difficulties .	True	True	neutral
we have actually had the triumph of bringing him back as our own prisoner	True	True	"` ` No , sir , I do know that . """	True	True	neutral
To rake this up could help our poor master	True	True	he is under lock and key	True	True	neutral
"That is the whole truth , as I am an honest Christian woman and you will see that if there is blame in the matter it does lie with my husband but with me , for whose sake he has done all that he has . """	True	True	I thought more of the matter	True	True	neutral
I did know about a projected divorce between herself and her husband .	True	True	"` ` There was certainly boot in it then . """	True	True	neutral
A fortnight has passed since his flight , during which he has been seen and hing has been heard of him .	True	True	it is all empty superstition	True	True	neutral
There was trace of anything of the kind	True	True	It might even now be too late to overtake him , so I set off at once in the direction of Merripit House .	True	True	neutral
that is use to us for the moment	True	True	"You certainly must go alone . """	True	True	neutral
I had come upon a false scent	True	True	He took particular care that Sir Henry did make love to her , as you have yourself observed .	True	True	neutral
It was a pure bloodhound and it was a pure mastiff	True	True	you regret that you can come	True	True	neutral
the fiery temper of the Baskervilles was extinct in this their last representative	True	True	you would have had a more lively evening	True	True	neutral
you could do better than to tell your story as you told it to us	True	True	"I have doubt"""	True	True	neutral
There is other claimant	True	True	"` ` By the way , Mortimer , "" said I as we jolted along the rough road , ` ` I suppose there are few people living within driving distance of this whom you do know ? """	True	True	neutral
while they are , as we have seen , very anxious to watch him , they are equally anxious that he should see them	True	True	mong the farmers or gentry there is one whose initials are those	True	True	neutral
"Creep forward quietly and see what they are doingbut for heaven 's sake do let them know that they are watched ! """	True	True	He had seen this lonely man upon the tor	True	True	neutral
I can get it clear yet	True	True	it is difficult to find out a few particulars about the man 's age and professional career	True	True	neutral
we could refuse to help him	True	True	He could hide his hound , but he could hush its voice	True	True	neutral
We had arranged plan of campaign	True	True	you have so often cautioned me to do	True	True	neutral
"` ` There is other claimant , I presume ? """	True	True	And I would have you believe , my sons , that the same Justice which punishes sin may also most graciously forgive it , and that ban is so heavy but that by prayer and repentance it may be removed .	True	True	neutral
Mortimer told me your name	True	True	he was a most wild , profane , and godless man	True	True	neutral
Even w we have clear case against this very wily man .	True	True	it is my secret	True	True	neutral
I do know what to believe	True	True	we were chasing	True	True	neutral
` ` I had even time to put on my hat .	True	True	` The surprise was all on one side	True	True	neutral
it 's a case for a policeman or a clergyman	True	True	anyone follow or watch you	True	True	neutral
since then hardly a day has passed that we have seen something of the brother and sister	True	True	I could doubt that some grave and deep reason lay behind it	True	True	neutral
I have pushed it to the length of getting into a box to think , but that is the logical outcome of my convictions .	True	True	"` ` I did think you would have taken advantage of it , Sir Henryindeed I did . """	True	True	neutral
We dare take the chance of his being overtaken before he can reach us	True	True	he would express his whole opinion out of consideration for the feelings of the baronet	True	True	neutral
` ` If he is out in a quarter of an hour the path will be covered .	True	True	his strange presence and his commanding attitude had given to me	True	True	neutral
In half an hour we wo be able to see our hands in front of us	True	True	he has money enough to keep up the property	True	True	neutral
you have had some report within the last few days	True	True	one saw it by day	True	True	neutral
` ` For you to know could have helped us and might possibly have led to my discovery .	True	True	it is our friend Sir Henry	True	True	neutral
I assure you that I have in my life seen anything more clearly .	True	True	my friend here had proposed coming round to you this morning	True	True	neutral
It is my intention to be fulsome	True	True	that chap can find my missing boot	True	True	neutral
"` ` No , sir , I do know that . """	True	True	There was physical injury of some kind	True	True	neutral
I have interest in this matter but that of your master .	True	True	"` ` I had idea that so gigantic a sum was involved , """	True	True	neutral
"I should have iced this one , only it happened to come alone . """	True	True	There was no trace , however , of anything of the kind , could I discover some sign which might indicate the character or intentions of the man who lived in this singular place , save that he must be of Spartan habits and cared little for the comforts of life .	True	True	neutral
Barrymore it might possibly have been , but we had left him behind us , and I am certain that he could have followed us .	True	True	There is other claimant	True	True	neutral
we have been so unfortunate as to miss him and have tion of his errand	True	True	"` ` I presume , sir , "" said he at last , ` ` that it was merely for the purpose of examining my skull that you have done me the honour to call here last night and again today ? """	True	True	neutral
For you to know could have helped us	True	True	I should have noticed this one	True	True	neutral
"Watson , you will send a e to Stapleton to tell him that you regret that you can come . """	True	True	trouble were coming on him in such a place as this	True	True	neutral
"` ` I had idea that so gigantic a sum was involved , """	True	True	many of the family have been unhappy in their deaths , which have been sudden , bloody , and mysterious	True	True	neutral
he was paid for it	True	True	I was becoming attached to her	True	True	neutral
We can let him perish at our very gates	True	True	"If he were acting through a human agent we could get some evidence , but if we were to drag this great dog to the light of day it would help us in putting a rope round the neck of its master . """	True	True	neutral
For the moment I could proceed farther in that direction	True	True	Over the wide expanse there was sound and movement .	True	True	neutral
Everything was working in my favour , and I swore that it should be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way .	True	True	he can reach us	True	True	neutral
one could find his way into the Grimpen Mire tonight	True	True	it was really best for our purpose that I should have known that he was upon the moor	True	True	neutral
I left out food for him last	True	True	me touch the tips of her fingers	True	True	neutral
I have doubt , for example , that the Fernworthy people will burn me in effigy tonight .	True	True	It had wandered on to the moor and had come back .	True	True	neutral
` ` I would suggest carrying this poor fellow to my house , but it would give my sister such a fright that I do feel justified in doing it .	True	True	if there is blame in the matter it does lie with my husband but with me , for whose sake he has done all that he has	True	True	neutral
I can make out	True	True	Everything was working in my favour , and I swore that it should be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way .	True	True	neutral
He may find his way in , but out	True	True	I may know exactly where he is	True	True	neutral
I could get there earlier	True	True	Holmes breathed a prayer of gratitude when we saw that there was sign of a wound and that the rescue had been in time	True	True	neutral
I did think you would have taken advantage of it	True	True	Surely you are going !	True	True	neutral
Holmes insisted that I should leave you , and especially that you should go alone upon the moor	True	True	one would under the circumstances expect	True	True	neutral
you will have difficulty in recognizing him , and her also , if you know her by sight	True	True	they get in the way of going there in the dry weather and know the difference until the mire has them in its clutches	True	True	neutral
"Keep your revolver near you night and day , and relax your precautions . """	True	True	there is man upon earth who can prevent me from going to the home of my own people	True	True	neutral
I was ashamed of	True	True	Long afterwards when I had fallen into a light sleep I heard a key turn somewhere in a lock , but I could tell whence the sound came .	True	True	neutral
I think we 'll shut that window again , if you do mind .	True	True	you had found my occasional retreat	True	True	neutral
we have proof one way or the other	True	True	He was in shirt and trousers , with covering to his feet .	True	True	neutral
It was on upon the convict 's	True	True	` ` I can swear to one thing , and that is that we have been shadowed during the last two days .	True	True	neutral
"` ` There was certainly boot in it then . """	True	True	I will mention the matter again	True	True	neutral
` ` I fancy old Frankland allows her a pittance , but it can be more , for his own affairs are considerably involved .	True	True	it can be denied that the prosperity of the whole poor , bleak countryside depends upon his presence	True	True	neutral
"No , my dear fellow ; we must reconcile ourselves to the fact that we have case at present , and that it is worth our while to run any risk in order to establish one . """	True	True	it was against you	True	True	neutral
I can explain	True	True	It was Sir Henry who was being dogged by this secret man	True	True	neutral
we have to blame	True	True	"I could make it out when first I saw the light flashing upon the lens . """	True	True	neutral
I do suppose I should have done so had I known this legend	True	True	I have seen down here	True	True	neutral
what we have heard is the cry of the last of the bitterns	True	True	This , in truth , his neighbours might have pardoned , seeing that saints have flourished in those parts	True	True	neutral
A lucky long shot of my revolver might have crippled him , but I had brought it only to defend myself if attacked and to shoot an unarmed man who was running away .	True	True	I am sure that as a conscientious detective my first duty is to arrest the whole household .	True	True	neutral
you meant more than this when you first spoke to me	True	True	I have pushed it to the length of getting into a box to think	True	True	neutral
Holmes looked eagerly round for ather , but empty one was in sight .	True	True	"But I shall be very much surprised if it is clear enough before we go to bed this night . """	True	True	neutral
the Fernworthy people will burn me in effigy tonight	True	True	We 'll teach these magnates that they can ride roughshod over the rights of the commoners , confound them !	True	True	neutral
"` ` So I should have done had I seen his death in the paper next morning . """	True	True	But there was sign within it of that desperate and defiant villain whom we expected to see .	True	True	neutral
I do say now that he is a crazy man	True	True	it is like some ordinary convict	True	True	neutral
"I am justly reproved for what I feel was an unjustifiable intrusion , and I promise you that I will mention the matter again . """	True	True	To do so would be to descend to the level of these poor peasants , who are content with a mere fiend dog but must needs describe him with hell fire shooting from his mouth and eyes .	True	True	neutral
I do think that it is likely	True	True	I should be surprised if this were an answer to my question	True	True	neutral
there was direct connection between the hound and the man 's death	True	True	I had supplied	True	True	neutral
he 's a convict as far as I can make out	True	True	For the moment I could proceed farther in that direction	True	True	neutral
` ` I can t forget the look in his eyes when he ran at me this morning , but I must allow that man could make a more handsome apology than he has done	True	True	"Notdo tell me that it is our friend Sir Henry ! """	True	True	neutral
aher day shall have passed before I have done all that man can do to reach the heart of the mystery	True	True	you to go to Baskerville Hall	True	True	neutral
there is a man here who does fear to invoke it	True	True	I know	True	True	neutral
"` ` What a pity we did get the number ! """	True	True	before the terrible event occurred several people had seen a creature upon the moor which corresponds with this Baskerville demon , and which could possibly be some animal known to science	True	True	neutral
"` ` Ah , Wilson , I see you have forgotten the little case in which I had the good fortune to help you ? """	True	True	I could have anticipated	True	True	neutral
You need fear to speak the truth	True	True	I took particular notice of his letters	True	True	neutral
I felt also in my heart that he was right in what he said and that it was really best for our purpose that I should have known that he was upon the moor .	True	True	we did know how very rich he was until we came to examine his securities	True	True	neutral
if we were to drag this great dog to the light of day it would help us in putting a rope round the neck of its master	True	True	you should go alone upon the moor	True	True	neutral
I can answer that question	True	True	you have	True	True	neutral
What the scene meant I could imagine	True	True	I felt also in my heart that he was right in what he said and that it was really best for our purpose that I should have known that he was upon the moor .	True	True	neutral
He is one whom I have seen down here	True	True	it is ourselves and the house that we have to blame	True	True	neutral
I had given him sign of my occupation	True	True	What the scene meant I could imagine	True	True	neutral
"We 'll have a good look at him , if we can do more . """	True	True	we 'll shut that window again , if you do mind	True	True	neutral
he has called at the Hall to see how we were getting on	True	True	I remarked the change in the shape of the prints after that point , I ted that there were other footsteps save those of Barrymore on the soft gravel	True	True	neutral
He said that there were traces upon the ground round the body .	True	True	he had trusted himself upon foot	True	True	neutral
it concerned one but myself	True	True	I was sure whether I had left it here or in the Shipping Office	True	True	neutral
` ` Thank you ; I am afraid I can claim her acquaintance .	True	True	I did know about a projected divorce between herself and her husband .	True	True	neutral
"Speak out , man , and do stand staring ! """	True	True	There is devil in hell , Mr. Holmes	True	True	neutral
I have heard him laugh often	True	True	For you to know could have helped us	True	True	neutral
you sent me down	True	True	` My word , it is a very cheerful place	True	True	neutral
they are watched	True	True	I left Sir Henry behind , therefore , without some prickings of conscience , and drove off upon my new quest .	True	True	neutral
one is alone	True	True	` ` I said that it was my secret and that I could tell it to you .	True	True	neutral
It might even now be too late to overtake him	True	True	I do pretend to know much about these things	True	True	neutral
Yet I am certain that he does wish their intimacy to ripen into love	True	True	I have done all that man can do to reach the heart of the mystery	True	True	neutral
it go unless he had reason to think that Sir Henry would be there	True	True	he was responsible for what he said or did	True	True	neutral
we go to bed this night	True	True	he is	True	True	neutral
you came to conceal this important information	True	True	he will see his little dog again	True	True	neutral
"The worst of it is that I only bought the pair last night in the Strand , and I have had them on . """	True	True	You do mean to say that you came after me in spite of all	True	True	neutral
` ` I do think I 'll get that cry out of my head .	True	True	I had sworn to go about alone	True	True	neutral
There is object in our following them	True	True	she would be happy until I had left it	True	True	neutral
a man run as Holmes ran that night	True	True	I will tell	True	True	neutral
a warning is for your own good	True	True	that is smart	True	True	neutral
But more than that we were destined to know , though there was much which we might surmise .	True	True	"` ` I do think that it is likely . """	True	True	neutral
"` ` I ' ve been over a good part of the world since I left it , Dr. Watson , "" said he ; ` ` but I have seen a place to compare with it . """	True	True	I do think that it is likely	True	True	neutral
this place contains some secret which we have not already fathomed	True	True	Not aher sound broke the heavy silence of the windless night .	True	True	neutral
has been explained	True	True	It had crossed my mind however , that he would wish me to go with him , nor could I understand how we could both be absent at a moment which he himself declared to be critical .	True	True	neutral
you will see that if there is blame in the matter it does lie with my husband but with me , for whose sake he has done all that he has	True	True	you showed in me	True	True	neutral
As it was I told him that my feelings towards his sister were such as I was ashamed of , and that I hoped that she might honour me by becoming my wife .	True	True	What the scene meant I could imagine , but it seemed to me that Stapleton was abusing Sir Henry , who offered explanations , which became more angry as the other refused to accept them .	True	True	neutral
the explanation of all this could be as innocent as she would have me believe	True	True	he shot in his own warren	True	True	neutral
The story of the Stapletons could longer be withheld from him	True	True	Barrymore had been in London all the time	True	True	neutral
There is devil in hell	True	True	she would have me believe	True	True	neutral
"Tell me , frankly , what it is that you do like . """	True	True	I have heard him laugh often , and it has always boded ill to somebody .	True	True	neutral
I am entitled	True	True	And yet , if it were for the loss of the charming companionship of the boys , I could rejoice over my own misfortune , for , with my strong tastes for botany and zoology , I find an unlimited field of work here , and my sister is as devoted to Nature as I am .	True	True	neutral
"` ` I hope , "" said Dr. Mortimer , ` ` that you do look with suspicious eyes upon everyone who received a legacy from Sir Charles , for I also had a thousand pounds left to me . """	True	True	There could be doubt about the beetling forehead , the sunken animal eyes	True	True	neutral
"I said it in London , Watson , and I say it again now , that yet have we helped to hunt down a more dangerous man than he who is lying yonder """	True	True	there would be the least chance of your coming back alive	True	True	neutral
they get in the way of going there in the dry weather and know the difference until the mire has them in its clutches	True	True	The shadow will return	True	True	neutral
I have reason to be ashamed of it	True	True	you do seriously imagine that I neglected to get the number	True	True	neutral
you to do it	True	True	it was quite the last	True	True	neutral
one would under the circumstances expect	True	True	We can leave it here to the foxes and the ravens	True	True	neutral
you do like	True	True	I could undertake to recognize your footprint amid all the footprints of the world	True	True	neutral
he struggled through the fog upon that last night	True	True	it can be more	True	True	neutral
That means that while they are , as we have seen , very anxious to watch him , they are equally anxious that he should see them .	True	True	I could get there earlier	True	True	neutral
It was evident to me that he had been very busy of late , for the tes which I had from Baker Street were few and short , with comments upon the information which I had supplied and hardly any reference to my mission .	True	True	The surprise was all on one side	True	True	neutral
we came down	True	True	I had left it here or in the Shipping Office	True	True	neutral
I do say now that he is a crazy man	True	True	"We have never gone out without keeping a sharp watch , and one could have escaped our tice . """	True	True	neutral
before the terrible event occurred several people had seen a creature upon the moor which corresponds with this Baskerville demon , and which could possibly be some animal known to science	True	True	I have handled there	True	True	neutral
it was all legible	True	True	you should go alone upon the moor	True	True	neutral
she would have me believe	True	True	With the exception of Mr. Frankland , of Lafter Hall , and Mr. Stapleton , the naturalist , there are other men of education within many miles .	True	True	neutral
` ` I can give you the name , sir , but I can give you the initials .	True	True	you are in a tight place	True	True	neutral
