sent_1	positive_1	subsequence_1	sent_2	positive_2	subsequence_2	label
"What they would have done had it been a mistake , we can only conjecture . """	True	True	I wo lose sight of it	True	True	neutral
it is ordinary love escapade	True	True	I do know what your British point of view may be	True	True	neutral
it is eight o'clock	True	True	he had once gone out of the house	True	True	neutral
the affair will grow more intelligible	True	True	The man can come near the woman , or he will guide their enemies to her .	True	True	neutral
When we have him by the heels we can see if New York can help us to keep him .	True	True	he can slip us	True	True	neutral
` Surely Jimmy will break his mother 's heart 'that appears to be irrelevant .	True	True	It is an easy problem	True	True	neutral
he lived	True	True	"` ` He was a devil and a monster , and there can be judge in the world who would punish my husband for having killed him . """	True	True	neutral
your British point of view may be	True	True	we do seem to have much material to help us	True	True	neutral
Education ends	True	True	the affair will grow more intelligible	True	True	neutral
I was in his presence	True	True	The man can come near the woman	True	True	neutral
you have some particular cause for uneasiness	True	True	Gennaro had yet returned when he came .	True	True	neutral
` ` Well , apart from this cigarette end , was it suggestive that the only time the lodger went out was immediately after his taking the rooms ?	True	True	that is to be managed	True	True	neutral
you can serve him better than by telling us the whole story	True	True	I was in a case yet that I did not feel stronger for having you on my side	True	True	neutral
it is ordinary love escapade	True	True	you think that he has acted from motives which are criminal , and which he would wish to have known	True	True	neutral
I do understand how you know these things	True	True	such happenings came before	True	True	neutral
"` ` I do understand how you know these things , "" she said ."	True	True	you are	True	True	neutral
once within its rule escape was possible	True	True	there can be judge in the world who would punish my husband for having killed him	True	True	neutral
us to keep him	True	True	he had given our benefactor full warning of this danger	True	True	neutral
It is an easy problem , but he solved it in an original fashion , and so effectively that her presence was even known to the landlady who supplies her with food .	True	True	"` ` Well , Mr. Gregson , "" said the American , looking across at the official , ` ` I do know what your British point of view may be , but I guess that in New York this lady 's husband will receive a pretty general vote of thanks . """	True	True	neutral
The mysterious one could understand English , even if he could print it .	True	True	once within its rule escape was possible	True	True	neutral
the person who came back was the person who went out	True	True	"But what I can make head or tail of , Mr. Holmes , is how on earth YOU got yourself mixed up in the matter . """	True	True	neutral
his taking the rooms	True	True	she or her husband has much to fear	True	True	neutral
"We can hear that quick step of his pacing up and down , up and down , night , morning , and noon ; but except on that first night he had once gone out of the house . """	True	True	The oaths and secrets of this brotherhood were frightful , but once within its rule escape was possible .	True	True	neutral
I did not feel stronger for having you on my side	True	True	his taking the rooms	True	True	neutral
your British point of view may be	True	True	Jimmy will break his mother 's heart	True	True	neutral
he solved it in an original fashion , and so effectively that her presence was even known to the landlady who supplies her with food	True	True	I were your lodger	True	True	neutral
"` ` How you got on to it I can imagine . """	True	True	I get rest from it	True	True	neutral
` If the lady who fainted on Brixton bus 'she does interest me .	True	True	he can slip us	True	True	neutral
New York can help us to keep him	True	True	he lived	True	True	neutral
her presence was even known to the landlady who supplies her with food	True	True	` ` Well , we do seem to have much material to help us .	True	True	neutral
"` ` And has had letters or callers ? """	True	True	I can sleep for fright .	True	True	neutral
I wo lose sight of it	True	True	he came	True	True	neutral
you brought light into the darkness	True	True	Your cipher was difficult	True	True	neutral
I do see how that is to be managed	True	True	I can make head or tail of	True	True	neutral
Mr. Gregson and I ran him to ground in that big tenement house , and there 's only one door , so he can slip us .	True	True	you have some particular cause for uneasiness	True	True	neutral
the word was taken out of a dictionary , which would give the noun but the plural	True	True	He lay in the roadway so shaken in his wits that he saw what became of the cab .	True	True	neutral
I get rest from it	True	True	your British point of view may be	True	True	neutral
I did feel stronger for having you on my side	True	True	your British point of view may be	True	True	neutral
Gennaro was more happy than I was in his presence	True	True	I were your lodger	True	True	neutral
Gennaro had yet returned when he came .	True	True	I ' ve taken up the matter , and I wo lose sight of it .	True	True	neutral
"Why , bless you , Mrs. Warren , if I were your lodger you often would see me for weeks on end . """	True	True	you can see him	True	True	neutral
we do seem to have much material to help us	True	True	the enemy , whoever they are , are themselves aware of the substitution of the female lodger for the male	True	True	neutral
has had letters or callers	True	True	` If the lady who fainted on Brixton bus 'she does interest me .	True	True	neutral
Gennaro was more happy than I was in his presence	True	True	This much we can say : that it is ordinary love escapade .	True	True	neutral
possible danger could reach me	True	True	That can be all	True	True	neutral
you are	True	True	"` ` He gave name ? """	True	True	neutral
That can be all	True	True	By midday my husband and I were on our way to London , but before he had given our benefactor full warning of this danger , and had also left such information for the police as would safeguard his life for the future .	True	True	neutral
the only time the lodger went out was immediately after his taking the rooms	True	True	I did feel stronger for having you on my side	True	True	neutral
` ` Well , we do seem to have much material to help us .	True	True	"Also , that he was to be left entirely to himself and , upon some excuse , to be disturbed . """	True	True	neutral
It is an easy problem , but he solved it in an original fashion , and so effectively that her presence was even known to the landlady who supplies her with food .	True	True	they are	True	True	neutral
I see object in continuing this business	True	True	you brought light into the darkness	True	True	neutral
the person who came back was the person who went out	True	True	"What they would have done had it been a mistake , we can only conjecture . """	True	True	neutral
such happenings came before	True	True	he is out at his work all day , while I get rest from it	True	True	neutral
My husband is as nervous over it as I am , but he is out at his work all day , while I get rest from it .	True	True	he has acted from motives which are criminal , and which he would wish to have known	True	True	neutral
I do myself know where he lived , or how	True	True	he saw what became of the cab	True	True	neutral
he lived	True	True	We have excuse for an intrusion upon his privacy until we have some reason to think that there is a guilty reason for it .	True	True	neutral
` ` Well , Mrs. Warren , I can see that you have some particular cause for uneasiness , nor do I understand why I , whose time is of some value , should interfere in the matter .	True	True	I was in his presence	True	True	neutral
he chooses to lie concealed	True	True	The man can come near the woman	True	True	neutral
us to keep him	True	True	he is a troublesome lodger , though he is certainly an unusual one	True	True	neutral
there is a guilty reason for it	True	True	"Why , bless you , Mrs. Warren , if I were your lodger you often would see me for weeks on end . """	True	True	neutral
my husband and I were on our way to London before he had given our benefactor full warning of this danger , and had also left such information for the police as would safeguard his life for the future	True	True	To hear his quick step moving here and moving there from early morning to late at night , and yet to catch so much as a glimpse of himit 's more than I can stand .	True	True	neutral
"` ` But we have warrant for his arrest . """	True	True	he lived	True	True	neutral
I , whose time is of some value , should interfere in the matter	True	True	I had seen there before	True	True	neutral
"What I did t foresee is that we should find a woman , and ordinary woman , Watson . """	True	True	Money 's everything .	True	True	neutral
I can sleep for fright	True	True	"` ` Well , Mrs. Lucca , "" said the prosaic Gregson , laying his hand upon the lady 's sleeve with as little sentiment as if she were a Notting Hill hooligan , ` ` I am very clear yet who you are or what you are ; but you ' ve said enough to make it very clear that we shall want you at the Yard . """	True	True	neutral
I do see how that is to be managed	True	True	The words are written with a broad pointed , violet tinted pencil of a unusual pattern .	True	True	neutral
He told me after he had taken the rooms that he would do so and asked me to bar the door .	True	True	we have warrant for his arrest	True	True	neutral
he was one of them	True	True	you brought light into the darkness	True	True	neutral
two men came up behind him , threw a coat over his head , and bundled him into a cab that was beside the curb	True	True	Gennaro was more happy than I was in his presence	True	True	neutral
there could be two people in your rooms	True	True	It is an easy problem , but he solved it in an original fashion , and so effectively that her presence was even known to the landlady who supplies her with food .	True	True	neutral
ATTENTA gives sense .	True	True	two men came up behind him , threw a coat over his head , and bundled him into a cab that was beside the curb	True	True	neutral
You have received your rent , and he is a troublesome lodger , though he is certainly an unusual one .	True	True	us to keep him	True	True	neutral
the affair will grow more intelligible	True	True	his taking the rooms	True	True	neutral
I can see that you have some particular cause for uneasiness	True	True	the lodger went out	True	True	neutral
` ` If what she says is corroborated , I do think she or her husband has much to fear .	True	True	Our official detectives may blunder in that of courage	True	True	neutral
` I am very clear yet who you are or what you are	True	True	our start had given us in arranging for a refuge for me in such a fashion that possible danger could reach me	True	True	neutral
I do know what your British point of view may be	True	True	` ` Your cipher was difficult , madam .	True	True	neutral
"` ` Well , Mrs. Lucca , "" said the prosaic Gregson , laying his hand upon the lady 's sleeve with as little sentiment as if she were a Notting Hill hooligan , ` ` I am very clear yet who you are or what you are ; but you ' ve said enough to make it very clear that we shall want you at the Yard . """	True	True	I wo lose sight of it	True	True	neutral
I do doubt that the affair will grow more intelligible	True	True	It is an easy problem , but he solved it in an original fashion , and so effectively that her presence was even known to the landlady who supplies her with food .	True	True	neutral
` ` But he would cease talking of ityour kindness , sir , and the way in which you brought light into the darkness .	True	True	her presence was even known to the landlady who supplies her with food	True	True	neutral
ATTENTA gives sense	True	True	you have some particular cause for uneasiness	True	True	neutral
he is a troublesome lodger	True	True	The attack upon Mr. Warren further shows that the enemy , whoever they are , are themselves aware of the substitution of the female lodger for the male .	True	True	neutral
That can be all , Watson ?	True	True	"` ` How you got on to it I can imagine . """	True	True	neutral
My darling made use of the few clear days which our start had given us in arranging for a refuge for me in such a fashion that possible danger could reach me .	True	True	I did feel stronger for having you on my side	True	True	neutral
she or her husband has much to fear	True	True	` ` Well , Mrs. Warren , I can see that you have some particular cause for uneasiness , nor do I understand why I , whose time is of some value , should interfere in the matter .	True	True	neutral
` ` Well , Mrs. Warren , I can not see that you have any particular cause for uneasiness , do I understand why I , whose time is of some value , should interfere in the matter .	True	True	they could fail to catch the eye	True	True	neutral
I do myself know where he lived , or how .	True	True	is of some value	True	True	neutral
` ` I do see how that is to be managed , unless you break in the door .	True	True	I do see how that is to be managed	True	True	neutral
"` ` He was a devil and a monster , and there can be judge in the world who would punish my husband for having killed him . """	True	True	I see object in continuing this business	True	True	neutral
we have warrant for his arrest	True	True	I do myself know where he lived , or how	True	True	neutral
you know these things	True	True	I can imagine	True	True	neutral
I was in a case yet that I did not feel stronger for having you on my side	True	True	I 'll swear he was one of them	True	True	neutral
I had seen there before	True	True	We have excuse for an intrusion upon his privacy until we have some reason to think that there is a guilty reason for it	True	True	neutral
"Also , that he was to be left entirely to himself and , upon some excuse , to be disturbed . """	True	True	the lodger went out	True	True	neutral
` ` Your cipher was difficult , madam .	True	True	I am very clear yet who you are or what you are	True	True	neutral
there can be judge in the world who would punish my husband for having killed him	True	True	he solved it in an original fashion , and so effectively that her presence was even known to the landlady who supplies her with food	True	True	neutral
I can imagine	True	True	ATTENTA gives sense	True	True	neutral
This person is alone and can be approached by letter without a breach of that absolute secrecy which is desired .	True	True	I do understand that	True	True	neutral
the enemy , whoever they are , are themselves aware of the substitution of the female lodger for the male	True	True	you know these things	True	True	neutral
You do object to tobacco	True	True	We have proof that the person who came back was the person who went out	True	True	neutral
if I were your lodger you often would see me for weeks on end	True	True	Well , Mrs. Warren , I can see that you have some particular cause for uneasiness	True	True	neutral
he came	True	True	He pays you well , and if he chooses to lie concealed it is direct business of yours .	True	True	neutral
"I suppose there could be two people in your rooms , Mrs. Warren ? """	True	True	possible danger could reach me	True	True	neutral
we should find a woman , and ordinary woman , Watson	True	True	she or her husband has much to fear	True	True	neutral
Since he can communicate with her direct , he has recourse to the agony column of a paper .	True	True	I do think she or her husband has much to fear	True	True	neutral
the enemy , whoever they are , are themselves aware of the substitution of the female lodger for the male	True	True	I was never in a case yet that I did feel stronger for having you on my side	True	True	neutral
To hear his quick step moving here and moving there from early morning to late at night , and yet to catch so much as a glimpse of himit 's more than I can stand .	True	True	My darling made use of the few clear days which our start had given us in arranging for a refuge for me in such a fashion that possible danger could reach me .	True	True	neutral
I ' ve taken up the matter , and I wo lose sight of it .	True	True	"There 's three folk come out since he went in , but I 'll swear he was one of them . """	True	True	neutral
Holmes pointed with a chuckle to one of these , a row of residential flats , which projected so that they could fail to catch the eye .	True	True	us to keep him	True	True	neutral
Yet I was aware that Gennaro was more happy than I was in his presence .	True	True	` Well , Mrs. Warren , I can see that you have some particular cause for uneasiness	True	True	neutral
Our official detectives may blunder in the matter of intelligence , but in that of courage .	True	True	I can imagine	True	True	neutral
he chooses to lie concealed	True	True	There seems other way	True	True	neutral
"There 's three folk come out since he went in , but I 'll swear he was one of them . """	True	True	` I am very clear yet who you are or what you are	True	True	neutral
I can imagine	True	True	he is a troublesome lodger	True	True	neutral
there could be two people in your rooms , Mrs. Warren	True	True	ATTENTA gives sense .	True	True	neutral
is of some value	True	True	Well , this morning he had gone ten paces down the road when two men came up behind him , threw a coat over his head , and bundled him into a cab that was beside the curb .	True	True	neutral
he was one of them	True	True	he came	True	True	neutral
they are	True	True	the enemy , whoever they are , are themselves aware of the substitution of the female lodger for the male	True	True	neutral
` ` I do understand that .	True	True	"` ` But we have warrant for his arrest . """	True	True	neutral
he has acted from motives which are criminal , and which he would wish to have known	True	True	such happenings came before	True	True	neutral
We have proof that the person who came back was the person who went out	True	True	has had letters or callers	True	True	neutral
he can communicate with her direct	True	True	Gennaro was more happy than I was in his presence	True	True	neutral
he was to be left entirely to himself and , upon some excuse , to be disturbed	True	True	I did not feel stronger for having you on my side	True	True	neutral
The words are written with a broad pointed , violet tinted pencil of a unusual pattern .	True	True	` ` Well , Mrs. Warren , I can not see that you have any particular cause for uneasiness , do I understand why I , whose time is of some value , should interfere in the matter .	True	True	neutral
there can be judge in the world who would punish my husband for having killed him	True	True	Holmes pointed with a chuckle to one of these , a row of residential flats , which projected so that they could fail to catch the eye .	True	True	neutral
the lodger went out	True	True	there is a guilty reason for it	True	True	neutral
` ` Education ends , Watson .	True	True	There seems other way	True	True	neutral
he saw what became of the cab	True	True	he can communicate with her direct	True	True	neutral
he had once gone out of the house	True	True	I can see that you have some particular cause for uneasiness	True	True	neutral
she does interest me	True	True	` ` Education ends , Watson .	True	True	neutral
we should find ordinary woman	True	True	you know these things	True	True	neutral
"But what I can make head or tail of , Mr. Holmes , is how on earth YOU got yourself mixed up in the matter . """	True	True	it is eight o'clock	True	True	neutral
Money 's everything .	True	True	I , who knew him so well , could read in his face some emotion which I had seen there before	True	True	neutral
if he chooses to lie concealed it is direct business of yours	True	True	When we have him by the heels we can see if New York can help us to keep him .	True	True	neutral
such happenings came before	True	True	"We can hear that quick step of his pacing up and down , up and down , night , morning , and noon ; but except on that first night he had once gone out of the house . """	True	True	neutral
you are	True	True	My husband is as nervous over it as I am , but he is out at his work all day , while I get rest from it .	True	True	neutral
you think that he has acted from motives which are criminal , and which he would wish to have known	True	True	You do object to tobacco , I take it ?	True	True	neutral
"If we wait a little , Watson , I do doubt that the affair will grow more intelligible . """	True	True	he can communicate with her direct	True	True	neutral
We have excuse for an intrusion upon his privacy until we have some reason to think that there is a guilty reason for it	True	True	You do object to tobacco	True	True	neutral
he saw what became of the cab	True	True	I was in his presence	True	True	neutral
We have proof that the person who came back was the person who went out .	True	True	Yet I was aware that Gennaro was more happy than I was in his presence .	True	True	neutral
The oaths and secrets of this brotherhood were frightful , but once within its rule escape was possible .	True	True	it is ordinary love escapade	True	True	neutral
"` ` I can imagine . """	True	True	` ` I 'll do you this justice , Mr. Holmes , that I was never in a case yet that I did feel stronger for having you on my side .	True	True	neutral
your new lodger remains in his rooms and you can see him	True	True	` ` Well , we ' ve lived there fifteen years and such happenings came before .	True	True	neutral
there is a guilty reason for it	True	True	possible danger could reach me	True	True	neutral
There seems other way , and fortunately we need concern ourselves with the one paper only .	True	True	once within its rule escape was possible	True	True	neutral
This much we can say : that it is ordinary love escapade .	True	True	we should find a woman , and no ordinary woman	True	True	neutral
The man can come near the woman , or he will guide their enemies to her .	True	True	the only time the lodger went out was immediately after his taking the rooms	True	True	neutral
It is an easy problem	True	True	You are uneasy , as I understand , because your new lodger remains in his rooms and you can see him .	True	True	neutral
would safeguard his life for the future	True	True	she does interest me	True	True	neutral
"` ` Well , Mr. Gregson , "" said the American , looking across at the official , ` ` I do know what your British point of view may be , but I guess that in New York this lady 's husband will receive a pretty general vote of thanks . """	True	True	if he chooses to lie concealed it is direct business of yours	True	True	neutral
you can see him	True	True	There seems other way , and fortunately we need concern ourselves with the one paper only .	True	True	neutral
You do object to tobacco	True	True	we have some reason to think that there is a guilty reason for it	True	True	neutral
you are	True	True	New York can help us to keep him	True	True	neutral
I can make head or tail of	True	True	I get rest from it	True	True	neutral
It is an easy problem	True	True	your new lodger remains in his rooms and you can see him	True	True	neutral
By midday my husband and I were on our way to London , but before he had given our benefactor full warning of this danger , and had also left such information for the police as would safeguard his life for the future .	True	True	you are	True	True	neutral
me to bar the door	True	True	there could be two people in your rooms , Mrs. Warren	True	True	neutral
I , whose time is of some value , should interfere in the matter	True	True	they are	True	True	neutral
her presence was even known to the landlady who supplies her with food	True	True	there 's only one door , so he can slip us	True	True	neutral
you are	True	True	I am very clear yet who you are or what you are	True	True	neutral
he had given our benefactor full warning of this danger	True	True	would safeguard his life for the future	True	True	neutral
you brought light into the darkness	True	True	we should find a woman , and ordinary woman , Watson	True	True	neutral
I 'll swear he was one of them	True	True	I do see how that is to be managed	True	True	neutral
Gennaro said nothing , but I , who knew him so well , could read in his face some emotion which I had seen there before .	True	True	"I suppose there could be two people in your rooms , Mrs. Warren ? """	True	True	neutral
she or her husband has much to fear	True	True	He told me after he had taken the rooms that he would do so and asked me to bar the door .	True	True	neutral
you have some particular cause for uneasiness	True	True	you are	True	True	neutral
we should find a woman , and no ordinary woman	True	True	"` ` I can imagine . """	True	True	neutral
I can sleep for fright .	True	True	we should find ordinary woman	True	True	neutral
I am very clear yet who you are or what you are	True	True	he was , upon some excuse , to be disturbed	True	True	neutral
the lodger went out	True	True	` ` Well , apart from this cigarette end , was it suggestive that the only time the lodger went out was immediately after his taking the rooms ?	True	True	neutral
I do understand that	True	True	` ` I do understand that .	True	True	neutral
The attack upon Mr. Warren further shows that the enemy , whoever they are , are themselves aware of the substitution of the female lodger for the male .	True	True	We have proof that the person who came back was the person who went out .	True	True	neutral
Your cipher was difficult	True	True	there could be two people in your rooms	True	True	neutral
Jimmy will break his mother 's heart	True	True	"What I did foresee is that we should find a woman , and no ordinary woman , Watson . """	True	True	neutral
his taking the rooms	True	True	he was one of them	True	True	neutral
there 's only one door , so he can slip us	True	True	they could fail to catch the eye	True	True	neutral
` Well , Mrs. Warren , I can see that you have some particular cause for uneasiness	True	True	Since he can communicate with her direct , he has recourse to the agony column of a paper .	True	True	neutral
I were your lodger	True	True	This person is alone and can be approached by letter without a breach of that absolute secrecy which is desired .	True	True	neutral
I were your lodger	True	True	` ` I do see how that is to be managed , unless you break in the door .	True	True	neutral
he can slip us	True	True	Our official detectives may blunder in the matter of intelligence , but in that of courage .	True	True	neutral
he was , upon some excuse , to be disturbed	True	True	` ` I 'll do you this justice , Mr. Holmes , that I was in a case yet that I did not feel stronger for having you on my side .	True	True	neutral
he came	True	True	I do doubt that the affair will grow more intelligible	True	True	neutral
""" No , no ; the end is matted ."	False	False	The words are written with a broad-pointed , violet-tinted pencil of a not unusual pattern .	False	False	neutral
Well , we ' ve lived there fifteen years	False	True	Well , this morning he had not gone ten paces down the road when two men came up behind him , threw a coat over his head , and bundled him into a cab that was beside the curb .	False	False	neutral
"What they would have done had it not been a mistake , we can only conjecture . """	False	False	Our official detectives may blunder in the matter of intelligence , but never in that of courage .	False	False	neutral
He was a devil and a monster	False	True	""" Not a doubt of it ."	False	False	neutral
By midday my husband and I were on our way to London , but not before he had given our benefactor full warning of this danger , and had also left such information for the police as would safeguard his life for the future .	False	False	You have received your rent	False	True	neutral
we wait a little	False	True	"But since it is safe in your hands I see no object in continuing this business . """	False	False	neutral
"But since it is safe in your hands I see no object in continuing this business . """	False	False	The oaths and secrets of this brotherhood were frightful	False	True	neutral
you got on to it	False	True	He was a devil and a monster	False	True	neutral
Gennaro said nothing	False	True	Holmes pointed with a chuckle to one of these , a row of residential flats , which projected so that they could not fail to catch the eye .	False	False	neutral
""" Well , Mrs. Warren , I can not see that you have any particular cause for uneasiness , nor do I understand why I , whose time is of some value , should interfere in the matter ."	False	False	We have no proof that the person who came back was the person who went out .	False	False	neutral
It is not an easy problem , but he solved it in an original fashion , and so effectively that her presence was not even known to the landlady who supplies her with food .	False	False	The words are written with a broad-pointed , violet-tinted pencil of a not unusual pattern .	False	False	neutral
This person is alone and can not be approached by letter without a breach of that absolute secrecy which is desired .	False	False	There seems no other way , and fortunately we need concern ourselves with the one paper only .	False	False	neutral
you break in the door	False	True	I understand	False	True	neutral
YOU got yourself mixed up in the matter	False	True	No , that seems to be the finish .	False	False	neutral
he is certainly an unusual one	False	True	` Surely Jimmy will not break his mother 's heart 'that appears to be irrelevant .	False	False	neutral
The oaths and secrets of this brotherhood were frightful	False	True	Gennaro said nothing , but I , who knew him so well , could read in his face some emotion which I had never seen there before .	False	False	neutral
it not been a mistake	False	True	on earth YOU got yourself mixed up in the matter	False	True	neutral
""" And has had no letters or callers ? """	False	False	To hear his quick step moving here and moving there from early morning to late at night , and yet never to catch so much as a glimpse of himit 's more than I can stand .	False	False	neutral
""" I 'll do you this justice , Mr. Holmes , that I was never in a case yet that I did not feel stronger for having you on my side ."	False	False	The attack upon Mr. Warren further shows that the enemy , whoever they are , are themselves not aware of the substitution of the female lodger for the male .	False	False	neutral
This much we can say : that it is no ordinary love escapade .	False	False	it is safe in your hands	False	True	neutral
There 's three folk come out since he went in	False	True	This person is alone and can not be approached by letter without a breach of that absolute secrecy which is desired .	False	False	neutral
I can imagine that the word was taken out of a dictionary , which would give the noun but not the plural .	False	False	we have him by the heels	False	True	neutral
""" I do not understand that ."	False	False	"We can hear that quick step of his pacing up and down , up and down , night , morning , and noon ; but except on that first night he had never once gone out of the house . """	False	False	neutral
we have him by the heels	False	True	we shall want you at the Yard	False	True	neutral
unless you break in the door	False	True	He told me after he had taken the rooms that he would do so and asked me not to bar the door .	False	False	neutral
""" Not a doubt of it ."	False	False	he would wish to have known	False	True	neutral
he solved it in an original fashion , and so effectively that her presence was not even known to the landlady who supplies her with food	False	True	""" But we have no warrant for his arrest . """	False	False	neutral
she were a Notting Hill hooligan	False	True	"There 's three folk come out since he went in , but I 'll swear he was not one of them . """	False	False	neutral
My husband is as nervous over it as I am	False	True	It is not an easy problem , but he solved it in an original fashion , and so effectively that her presence was not even known to the landlady who supplies her with food .	False	False	neutral
""" I can not imagine . """	False	False	` If not , I 'll have no more to do with you . '	False	False	neutral
three folk come out since he went in	False	True	""" I expect , as usual , he knows a good deal that we do not . """	False	False	neutral
I take it	False	True	I ran him to ground in that big tenement house	False	True	neutral
