sent_1	positive_1	subsequence_1	sent_2	positive_2	subsequence_2	label
The term being used increasingly is disorders of sex development ( DSD ) s. A person’s genitalia may be abnormal in some way .	False	False	Adults whose primary sexual attraction is for mid to late teens are properly called ephebophiles , but ephebophilia is considered abnormal by mental health professionals .	True	True	neutral
Their calloused feet have large , blunt , nonretractable nails , good for running and making sharp turns .	False	False	they did sound as if they were in some clear musical key	True	True	neutral
Other congenital heart problems are caused by abnormal heart valves .	False	False	After the war , Amsterdam became a centre of tolerance and culture ; to be different is abnormal in Amsterdam .	True	True	neutral
Means to achieve these ends usually include advocacy of pacifism , non-violent resistance , conscientious objector , diplomacy , boycotts , moral purchasing , supporting anti-war political candidates , demonstrations , and lobbying to create legislation on human rights or of international law .	False	False	to be different is abnormal in Amsterdam	True	True	neutral
The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False	they were in some clear musical key	True	True	neutral
The formation of the heart before birth is very complex and is sometimes abnormal .	False	False	to be different is abnormal in Amsterdam	True	True	neutral
After the war , Amsterdam became a centre of tolerance and culture ; to be different is not abnormal in Amsterdam .	False	False				neutral
Those organs are functional in the ancestral species but are now either nonfunctional or re-adapted to a new function .	False	False				neutral
The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False				neutral
Even before that event , Lech Wałęsa was given a Nobel Prize for leading the first non-communist trade union fighting for democracy in the Communist Block .	False	False				neutral
By analysis of experiential consciousness , he exposed the relative nature of the world and established the non-dual reality of Brahman in which Atman ( the individual soul ) and Brahman ( the ultimate reality ) are identified absolutely .	False	False				neutral
"Each person who wants to use asymmetric cryptography uses a secret key number , and a different number , a "" public key "" that they can tell everyone ."	False	False				neutral
Asymmetric cryptography is harder to use .	False	False				neutral
General relativity provides of a set of ten nonlinear partial differential equations for the spacetime metric ( Einstein 's field equations ) that must be solved from the distribution of mass-energy and momentum throughout the Universe .	False	False				neutral
Adults whose primary sexual attraction is for mid-to-late teens are properly called ephebophiles , but ephebophilia is not considered abnormal by mental health professionals .	False	False				neutral
Magnesium compounds are used medicinally as common laxatives , antacids ( i.e. , milk of magnesia ) , and in a number of situations where stabilization of abnormal nerve excitation and blood vessel spasm is required ( that is , to treat eclampsia ) .	False	False				neutral
Ginger beer is a non-alcoholic soft drink that is also flavored with ginger root .	False	False				neutral
"If the abnormal cells do not invade , but just divide and swell up their original tissue , this is not called "" cancer "" ."	False	False				neutral
Problems with the nervous system such as injury to the spinal cord or abnormal growths on it can also lead to priapism .	False	False				neutral
After the war	False	True				neutral
After the war , Amsterdam became a centre of tolerance and culture	False	True				neutral
According to experts , a child born with atypical genitalia serious enough to call in an expert occurs in about 1 of 1,500 births .	False	False				neutral
The composer Arnold Schoenberg ( 1874-1951 ) wrote pieces which were atonal ( meaning that they did not sound as if they were in any clear musical key ) .	False	False				neutral
Jackson was also called asexual by his ex-girlfriend Brooke Shields and 'presexual ' by a biographer .	False	False				neutral
Prions are a form of virus that are basically abnormal clumps of proteins .	False	False				neutral
Heterosexual is seen as different from homosexuality , bisexuality or asexuality .	False	False				neutral
Asexual reproduction is easier than sexual reproduction , but there are benefits and drawbacks to both : Humans .	False	False				neutral
The processes use asynchronous Inter-Process Communication to synchronize themselves .	False	False				neutral
"For example , it is now known that the "" surface "" of Halley is largely composed of dusty , non-volatile materials , and that only a small portion of it is icy ."	False	False				neutral
CAS registry number Nitrogen is a nonmetal chemical element .	False	False				neutral
Adults whose primary sexual attraction is for mid to late teens are properly called ephebophiles , but ephebophilia is considered abnormal by mental health professionals .	True	True	"Internet Explorer , using the Trident layout engine : Internet Explorer uses DOCTYPE sniffing to choose between standards mode and a "" quirks mode "" in which it deliberately mimicks nonstandard behaviors of old versions of MSIE for HTML and CSS rendering on screen ( Internet Explorer always uses standards mode for printing ) ."	False	False	neutral
they were in some clear musical key	True	True	After the war	False	True	neutral
to be different is abnormal in Amsterdam	True	True	Their calloused feet have large , blunt , nonretractable nails , good for running and making sharp turns .	False	False	neutral
After the war , Amsterdam became a centre of tolerance and culture ; to be different is abnormal in Amsterdam .	True	True	Asexual reproduction is easier than sexual reproduction , but there are benefits and drawbacks to both : Humans .	False	False	neutral
The composer Arnold Schoenberg 1874 1951 wrote pieces which were atonal meaning that they did sound as if they were in some clear musical key .	True	True	Even before that event , Lech Wałęsa was given a Nobel Prize for leading the first non-communist trade union fighting for democracy in the Communist Block .	False	False	neutral
they did sound as if they were in some clear musical key	True	True	According to experts , a child born with atypical genitalia serious enough to call in an expert occurs in about 1 of 1,500 births .	False	False	neutral
ephebophilia is considered abnormal by mental health professionals	True	True	After the war , Amsterdam became a centre of tolerance and culture ; to be different is not abnormal in Amsterdam .	False	False	neutral
ephebophilia is considered abnormal by mental health professionals	True	True	Problems with the nervous system such as injury to the spinal cord or abnormal growths on it can also lead to priapism .	False	False	neutral
to be different is abnormal in Amsterdam	True	True	Magnesium compounds are used medicinally as common laxatives , antacids ( i.e. , milk of magnesia ) , and in a number of situations where stabilization of abnormal nerve excitation and blood vessel spasm is required ( that is , to treat eclampsia ) .	False	False	neutral
they did sound as if they were in some clear musical key	True	True	Bacterial mostly divide by asexual cell division , but do have a kind of sex by horizontal gene transfer .	False	False	neutral
they were in some clear musical key	True	True	The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False	neutral
			"For example , it is now known that the "" surface "" of Halley is largely composed of dusty , non-volatile materials , and that only a small portion of it is icy ."	False	False	neutral
			Those organs are functional in the ancestral species but are now either nonfunctional or re-adapted to a new function .	False	False	neutral
			The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False	neutral
			Asymmetric cryptography is harder to use .	False	False	neutral
			Heterosexual is seen as different from homosexuality , bisexuality or asexuality .	False	False	neutral
			"Each person who wants to use asymmetric cryptography uses a secret key number , and a different number , a "" public key "" that they can tell everyone ."	False	False	neutral
			Ginger beer is a non-alcoholic soft drink that is also flavored with ginger root .	False	False	neutral
			Jackson was also called asexual by his ex-girlfriend Brooke Shields and 'presexual ' by a biographer .	False	False	neutral
			Prions are a form of virus that are basically abnormal clumps of proteins .	False	False	neutral
			"If the abnormal cells do not invade , but just divide and swell up their original tissue , this is not called "" cancer "" ."	False	False	neutral
			Means to achieve these ends usually include advocacy of pacifism , non-violent resistance , conscientious objector , diplomacy , boycotts , moral purchasing , supporting anti-war political candidates , demonstrations , and lobbying to create legislation on human rights or of international law .	False	False	neutral
			After the war , Amsterdam became a centre of tolerance and culture ; to be different is not abnormal in Amsterdam .	False	False	neutral
			The composer Arnold Schoenberg ( 1874-1951 ) wrote pieces which were atonal ( meaning that they did not sound as if they were in any clear musical key ) .	False	False	neutral
			Adults whose primary sexual attraction is for mid-to-late teens are properly called ephebophiles , but ephebophilia is not considered abnormal by mental health professionals .	False	False	neutral
			Other congenital heart problems are caused by abnormal heart valves .	False	False	neutral
			After the war , Amsterdam became a centre of tolerance and culture	False	True	neutral
			The formation of the heart before birth is very complex and is sometimes abnormal .	False	False	neutral
			Adults whose primary sexual attraction is for mid to late teens are properly called ephebophiles	False	True	neutral
			The term being used increasingly is disorders of sex development ( DSD ) s. A person’s genitalia may be abnormal in some way .	False	False	neutral
			General relativity provides of a set of ten nonlinear partial differential equations for the spacetime metric ( Einstein 's field equations ) that must be solved from the distribution of mass-energy and momentum throughout the Universe .	False	False	neutral
			CAS registry number Nitrogen is a nonmetal chemical element .	False	False	neutral
			Their ears are asymmetrical allowing the owl to locate a sound .	False	False	neutral
			The processes use asynchronous Inter-Process Communication to synchronize themselves .	False	False	neutral
			By analysis of experiential consciousness , he exposed the relative nature of the world and established the non-dual reality of Brahman in which Atman ( the individual soul ) and Brahman ( the ultimate reality ) are identified absolutely .	False	False	neutral
