sent_1	positive_1	subsequence_1	sent_2	positive_2	subsequence_2	label
Volta had determined that the most effective pair of dissimilar metals to produce electricity was zinc and silver .	False	False	When non-Muslim people create images of Muhammad , many Muslims view this as disrespectful or offensive .	False	False	neutral
"` ` canali "" were seen"	False	True	""" There are several nouns that have irregular plural forms ."	False	False	neutral
Pseudoscience is often considered immoral by scientists not because its claims are undemonstrated , but because they are sometimes presented as facts and/or real .	False	False	Because there were so many of them joined together , with so much impurity ( bad powers ) , even with Midoriko 's own power of goodness and purity , they could easily win over Midoriko .	False	False	neutral
The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False	It has an indefinite shape and volume .	False	False	neutral
River Plate was incorrectly translated though , and should have been translated to English as River of ( the ) Silver .	False	False	The dance may be an informal play , a part of a ritual , or a part of a professional performance .	False	False	neutral
In 1882 , Ferdinand von Lindenmann proved that this is impossible because it is impossible to calculate ù exactly , which is a transcendental number .	False	False	In this discontinuous extraction process , the extraction solvent is located inside the boiling flask , when this solvent boiling , it pass from distillation pass and condenses on the solid material .	False	False	neutral
Therefore , present estimates of the total number are uncertain .	False	False	Pseudoscience is often considered immoral by scientists not because its claims are undemonstrated , but because they are sometimes presented as facts and/or real .	False	False	neutral
The dance may be an informal play , a part of a ritual , or a part of a professional performance .	False	False	Still other melodies are impossible to sing .	False	False	neutral
The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False	"no ` ` canali "" were seen"	False	True	neutral
This made Castro unpopular in America and the United States banned all contact with Cuba .	False	False	Immortal means the God or Goddess can never die .	False	False	neutral
An irrational number can not be fully written down in decimal form .	False	False	The local bus company did go bust a few times , notably at the same time as the major plague of train accidents and strikes in early 2002 where combined with large snow deposits , made travel in or out of the town impossible or at least very unpleasant .	False	False	neutral
Immortal means the God or Goddess can never die .	False	False	The local bus company did go bust a few times , notably at the same time as the major plague of train accidents and strikes in early 2002 where combined with large snow deposits , made travel in or out of the town impossible or at least very unpleasant .	False	False	neutral
Russian tsars took advantage of this by offering money to dishonest members of the Polish government , who would block new ideas and solutions .	False	False	the God or Goddess can die	True	True	neutral
"Plato opposed the rhetorics of sophism and insisted true justice and equality in his work "" Gorgias "" and immortality of soul in "" Phaedo "" ."	False	False	Pseudoscience is often considered immoral by scientists because its claims are undemonstrated , but because they are sometimes presented as facts and / or real .	True	True	neutral
It has an indefinite shape and volume .	False	False	its claims are undemonstrated	True	True	neutral
Others say he was killed by disloyal Wallachian boyars in the war against the Turks , or during a hunt .	False	False	An irrational number can be fully written down in decimal form .	True	True	neutral
The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False	its claims are undemonstrated	True	True	neutral
Their rule was irresponsible and many people , including the peasants and the intelligentsia , were tortured .	False	False	the God or Goddess can die	True	True	neutral
This made Castro unpopular in America and the United States banned all contact with Cuba .	False	False	Immortal means the God or Goddess can die .	True	True	neutral
In 1882 , Ferdinand von Lindenmann proved that this is impossible because it is impossible to calculate ù exactly , which is a transcendental number .	False	False	An irrational number can be fully written down in decimal form	True	True	neutral
Death is commonly a sad or unpleasant thing to people .	False	False				neutral
If a man ejaculates an unusually small amount of semen , this is a medical condition called hypospermia .	False	False				neutral
River Plate was incorrectly translated though , and should have been translated to English as River of ( the ) Silver .	False	False				neutral
The experience economy is the intangible service economy that customers experience directly .	False	False				neutral
Canada values having Inuit peoples in Canada 's northernmost lands as irrefutable proof of sovereignty over the Canadian portion of the Arctic Circle .	False	False				neutral
Anyhow , Neptune gives out more energy than it gets from the Sun , and the internal energy source of these winds remains undetermined .	False	False				neutral
"During an observation in 1909 by Flammarion with a 84 cm telescope , irregular patterns were observed , but no "" canali "" were seen ."	False	False				neutral
The unusual shape of the Great Lakes has created the possibility of large waves called seiche .	False	False				neutral
It appears to be a warning signal to predators , since many firefly larvae contain chemicals that are distasteful or toxic .	False	False				neutral
Fisheries and aquaculture provide direct and indirect employment to over 500 million people in developing countries .	False	False				neutral
Pseudoscience is often considered immoral by scientists not because its claims are undemonstrated , but because they are sometimes presented as facts and/or real .	False	False				neutral
Some types of pornography are believed to be harmful or disrespectful to the people taking part , or to the people who watch or read it .	False	False				neutral
Chemicals that are very uncommon ( such as gold and platinum ) can be very valuable .	False	False				neutral
"` ` canali "" were seen"	False	True				neutral
The uppermost mantle plus overlying crust are relatively rigid and form the lithosphere , an irregular layer with a maximum thickness of perhaps 200 km , of which the uppermost mantle is 120 to 50 km thick .	False	False				neutral
Immortal means the God or Goddess can never die .	False	False				neutral
In this discontinuous extraction process , the extraction solvent is located inside the boiling flask , when this solvent boiling , it pass from distillation pass and condenses on the solid material .	False	False				neutral
Thermosets form irreversible chemical bonds during the curing process .	False	False				neutral
"no ` ` canali "" were seen"	False	True				neutral
The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False				neutral
An irrational number can not be fully written down in decimal form .	False	False				neutral
"But he was such a difficult and dishonest boy that Leonardo called him "" Salai "" or "" Salaino "" which means "" the little devil "" ."	False	False				neutral
The dance may be an informal play , a part of a ritual , or a part of a professional performance .	False	False				neutral
Because there were so many of them joined together , with so much impurity ( bad powers ) , even with Midoriko 's own power of goodness and purity , they could easily win over Midoriko .	False	False				neutral
Hydraulic lifts are cheaper , but installing cylinders greater than a certain length becomes impractical for very high lift hoistways .	False	False				neutral
This means that politicians are dishonest , if the word 'politician ' is opposite to 'honest ' .	False	False				neutral
""" There are several nouns that have irregular plural forms ."	False	False				neutral
Because of wheelchair access laws , elevators are often a legal requirement in new multi-story buildings , especially where wheelchair ramps would be impractical .	False	False				neutral
The local bus company did go bust a few times , notably at the same time as the major plague of train accidents and strikes in early 2002 where combined with large snow deposits , made travel in or out of the town impossible or at least very unpleasant .	False	False				neutral
Most tornadoes have wind speeds less than 110 miles per hour , are about 250 feet ( 80m ) across and travel , a few , miles.Other tornado-like phenomena that exist in nature include the gustnado , dust devil , fire whirls , and steam devil ; downbursts are frequently confused with tornadoes , though their action is dissimilar .	False	False				neutral
It consists of two parts ; pants and a bra top , leaving an uncovered area between the two .	False	False				neutral
When non-Muslim people create images of Muhammad , many Muslims view this as disrespectful or offensive .	False	False				neutral
Therefore , present estimates of the total number are uncertain .	False	False				neutral
"During an observation in 1909 by Flammarion with a 84 cm telescope , irregular patterns were observed , but no ` ` canali "" were seen ."	False	True				neutral
they are sometimes presented as facts and / or real	False	True				neutral
The symptoms of leprosy are irregular spots and patches on the skin .	False	False				neutral
But if the executioner was inexperienced , then it may take many strokes before the head would be cut off .	False	False				neutral
His paintings revolve around the light of the sun , shown in infinite variety .	False	False				neutral
Still other melodies are impossible to sing .	False	False				neutral
has more about this subject : Kamishibai Template codice_1 has been incorrectly substituted .	False	False				neutral
"The words that are not on the list are called "" unfamiliar "" ."	False	False				neutral
In 1882 , Ferdinand von Lindenmann proved that this is impossible because it is impossible to calculate ù exactly , which is a transcendental number .	False	False				neutral
Volta had determined that the most effective pair of dissimilar metals to produce electricity was zinc and silver .	False	False				neutral
They were looking at an impurity in zinc carbonate and found cadmium .	False	False				neutral
Irregular vibrations are noise .	False	False				neutral
Unemployment is at 12.9 per cent ( 9.8 % national average ) .	False	False				neutral
Mary Shelley Template codice_1 has been incorrectly substituted .	False	False				neutral
the God or Goddess can die	True	True	The symptoms of leprosy are irregular spots and patches on the skin .	False	False	neutral
An irrational number can be fully written down in decimal form	True	True	The experience economy is the intangible service economy that customers experience directly .	False	False	neutral
Pseudoscience is often considered immoral by scientists because its claims are undemonstrated , but because they are sometimes presented as facts and / or real .	True	True	Therefore , present estimates of the total number are uncertain .	False	False	neutral
An irrational number can be fully written down in decimal form .	True	True	Others say he was killed by disloyal Wallachian boyars in the war against the Turks , or during a hunt .	False	False	neutral
its claims are undemonstrated	True	True	This means that politicians are dishonest , if the word 'politician ' is opposite to 'honest ' .	False	False	neutral
the God or Goddess can die	True	True	Immortal means the God or Goddess can never die .	False	False	neutral
its claims are undemonstrated	True	True	The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False	neutral
Immortal means the God or Goddess can die .	True	True	If a man ejaculates an unusually small amount of semen , this is a medical condition called hypospermia .	False	False	neutral
			Volta had determined that the most effective pair of dissimilar metals to produce electricity was zinc and silver .	False	False	neutral
			They were looking at an impurity in zinc carbonate and found cadmium .	False	False	neutral
			The uppermost mantle plus overlying crust are relatively rigid and form the lithosphere , an irregular layer with a maximum thickness of perhaps 200 km , of which the uppermost mantle is 120 to 50 km thick .	False	False	neutral
			Pseudoscience is often considered immoral by scientists not because its claims are undemonstrated , but because they are sometimes presented as facts and/or real .	False	False	neutral
			It consists of two parts ; pants and a bra top , leaving an uncovered area between the two .	False	False	neutral
			"During an observation in 1909 by Flammarion with a 84 cm telescope , irregular patterns were observed , but no "" canali "" were seen ."	False	False	neutral
			It has an indefinite shape and volume .	False	False	neutral
			In 1882 , Ferdinand von Lindenmann proved that this is impossible because it is impossible to calculate ù exactly , which is a transcendental number .	False	False	neutral
			The local bus company did go bust a few times , notably at the same time as the major plague of train accidents and strikes in early 2002 where combined with large snow deposits , made travel in or out of the town impossible or at least very unpleasant .	False	False	neutral
			Because there were so many of them joined together , with so much impurity ( bad powers ) , even with Midoriko 's own power of goodness and purity , they could easily win over Midoriko .	False	False	neutral
			Because of wheelchair access laws , elevators are often a legal requirement in new multi-story buildings , especially where wheelchair ramps would be impractical .	False	False	neutral
			""" There are several nouns that have irregular plural forms ."	False	False	neutral
			In this discontinuous extraction process , the extraction solvent is located inside the boiling flask , when this solvent boiling , it pass from distillation pass and condenses on the solid material .	False	False	neutral
			Most tornadoes have wind speeds less than 110 miles per hour , are about 250 feet ( 80m ) across and travel , a few , miles.Other tornado-like phenomena that exist in nature include the gustnado , dust devil , fire whirls , and steam devil ; downbursts are frequently confused with tornadoes , though their action is dissimilar .	False	False	neutral
			When non-Muslim people create images of Muhammad , many Muslims view this as disrespectful or offensive .	False	False	neutral
			"But he was such a difficult and dishonest boy that Leonardo called him "" Salai "" or "" Salaino "" which means "" the little devil "" ."	False	False	neutral
			Thermosets form irreversible chemical bonds during the curing process .	False	False	neutral
			But if the executioner was inexperienced , then it may take many strokes before the head would be cut off .	False	False	neutral
			River Plate was incorrectly translated though , and should have been translated to English as River of ( the ) Silver .	False	False	neutral
			This made Castro unpopular in America and the United States banned all contact with Cuba .	False	False	neutral
			Unemployment is at 12.9 per cent ( 9.8 % national average ) .	False	False	neutral
			"` ` canali "" were seen"	False	True	neutral
			Fisheries and aquaculture provide direct and indirect employment to over 500 million people in developing countries .	False	False	neutral
			His paintings revolve around the light of the sun , shown in infinite variety .	False	False	neutral
			has more about this subject : Kamishibai Template codice_1 has been incorrectly substituted .	False	False	neutral
			Still other melodies are impossible to sing .	False	False	neutral
			Immortal means the God or Goddess can never die .	False	False	neutral
			The dance may be an informal play , a part of a ritual , or a part of a professional performance .	False	False	neutral
			"During an observation in 1909 by Flammarion with a 84 cm telescope , irregular patterns were observed , but no ` ` canali "" were seen ."	False	True	neutral
			Death is commonly a sad or unpleasant thing to people .	False	False	neutral
			An irrational number can not be fully written down in decimal form .	False	False	neutral
			Anyhow , Neptune gives out more energy than it gets from the Sun , and the internal energy source of these winds remains undetermined .	False	False	neutral
			Canada values having Inuit peoples in Canada 's northernmost lands as irrefutable proof of sovereignty over the Canadian portion of the Arctic Circle .	False	False	neutral
			Mary Shelley Template codice_1 has been incorrectly substituted .	False	False	neutral
			"Plato opposed the rhetorics of sophism and insisted true justice and equality in his work "" Gorgias "" and immortality of soul in "" Phaedo "" ."	False	False	neutral
			Russian tsars took advantage of this by offering money to dishonest members of the Polish government , who would block new ideas and solutions .	False	False	neutral
			Chemicals that are very uncommon ( such as gold and platinum ) can be very valuable .	False	False	neutral
			The main character , Angus MacGyver ( Richard Dean Anderson ) , often prevented inevitable defeats , saved lives , distracted enemies , made weapons , and even performed everyday tasks usually using very few objects that seemed irrelevant or abnormal to use in such situations .	False	False	neutral
			"The words that are not on the list are called "" unfamiliar "" ."	False	False	neutral
			"no ` ` canali "" were seen"	False	True	neutral
			Irregular vibrations are noise .	False	False	neutral
			Hydraulic lifts are cheaper , but installing cylinders greater than a certain length becomes impractical for very high lift hoistways .	False	False	neutral
			The unusual shape of the Great Lakes has created the possibility of large waves called seiche .	False	False	neutral
			they are sometimes presented as facts and / or real	False	True	neutral
			It appears to be a warning signal to predators , since many firefly larvae contain chemicals that are distasteful or toxic .	False	False	neutral
			Some types of pornography are believed to be harmful or disrespectful to the people taking part , or to the people who watch or read it .	False	False	neutral
			Their rule was irresponsible and many people , including the peasants and the intelligentsia , were tortured .	False	False	neutral
